master_row,requirement_id,module,source_requirement,design_ref,route_or_component,test_evidence,runtime_evidence,provider_or_policy_hold,classification,gap_or_note,source_paths
60,MVP2-REQ-0069,M3-08,"PLAT-0008 | Web Operations | Business Web | Reports & Analytics | Standard reports, custom analysis, exports, metric lineage, inspector performance, violation trends | Owns configuration, runtime behavior, validation, audit and handoff for Reports & Analytics. | Does not bypass source BRD rules, published workflows or role permissions. | Executive, Reporting Analyst, Branch Manager | Report catalog, analytics studio, export center | Metric, Dataset, Report, ExportJob | Form outputs become dimensions/measures. | Risk model output is report dimension. | Workflow states supply SLA and aging measures. | Reports, dashboards, exports | P0 | Reports and indicators BRD",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
61,MVP2-REQ-0079,M3-08,"Refreshes National Health Index, monitored factories, high-risk factories, open violations, coverage and resolution cards",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
62,MVP2-REQ-0080,M3-08,"Shows density of risk, violations, visits and corrective aging",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for source-backed KPI/reporting; MVP3-HOLD-002 applies specifically to configured Mapbox map rendering.,NEEDS_REVIEW,"Design and dashboard implementation align, but configured Mapbox token/style/geographic authority remain under MVP3-HOLD-002; current evidence supports source-backed dashboard data, not a provider-complete health-map runtime.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
63,MVP2-REQ-0081,M3-08,"Shows clause, sector, region, recurrence and trend",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
64,MVP2-REQ-0082,M3-08,Locks approved version and calls EBDA where configured,CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
65,MVP2-REQ-0085,M3-08,"Shows formula, source objects and quality checks",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
66,MVP2-REQ-0086,M3-08,Maintains breadcrumb and source context,CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
67,MVP2-REQ-0177,M3-08,Maintain metric dictionary and data-sharing policies,CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
68,MVP2-REQ-0187,M3-08,"National dashboard, branch drilldowns, risk heatmaps, KPI lineage",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
69,MVP2-REQ-0229,M3-08,"Executive channel | Executive & Branch Dashboard | Health, risk, open violations, inspection coverage, license pipeline, SLA, resolution trend, branch performance and audit confidence. | Executive, branch director | Live cockpit with drilldown | Use dashboard concept from uploaded Factory Health visual as direction; formulas must be certified.",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
70,MVP2-REQ-0253,M3-08,"Analytics shall expose KPI definitions, data lineage, refresh time and drill-through records for health index, coverage, open violations, overdue SLA and resolution.",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
71,MVP2-REQ-0068,M3-09,"PLAT-0006 | Web Operations | Business Web | Compliance Enforcement | Violation creation, penalty mapping, recommendation, committee decision, correction lifecycle | Owns configuration, runtime behavior, validation, audit and handoff for Compliance Enforcement. | Does not bypass source BRD rules, published workflows or role permissions. | Compliance Officer, Committee, Branch Manager | Violation workspace, penalty panel, decision board | Violation, Clause, Penalty, Recommendation, Decision | Violation is traceable to question/answer/clause. | Repeat and severity update risk model signals. | Enforcement workflow routes to committee/approval. | Violation notice, penalty, correction task | P0 | Regulation + inspection BRDs",CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
72,MVP2-REQ-0083,M3-09,"Shows clause, penalty, evidence, factory history and recommendation",CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
73,MVP2-REQ-0242,M3-09,Disputes cannot be managed cleanly.,CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
74,MVP2-REQ-0255,M3-10,"AI features shall provide suggestions only, cite input evidence/clauses, show confidence, allow edit/reject and store human decision separately.",CD-060 | CD-060_M3-10_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-060_R2_FINAL/renders/01..06-CD-060_R2.png,/ai/suggestions; AiDockets; AI suggestion actions,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/ai-delta-contract.spec.ts; apps/web/e2e/ai-user-journey.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (evidence-reference and human reject/fail-closed browser tests PASS),MVP3-HOLD-007 AI provider and policy OPEN; AI action disabled while deterministic inspection workflow remains usable.,MATCH,"Suggestion-only, evidence-cited, human-disposition and provider-unavailable behavior are explicitly tested; AI provider remains fail-closed.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/ai-delta-contract.spec.ts; apps/web/e2e/ai-user-journey.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (evidence-reference and human reject/fail-closed browser tests PASS)
