requirement_id,screen_id,score,tier,classification,module,had_module_signal
REQ-R0C-00866,SCR-WEB-310,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00867,SCR-WEB-300,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00868,SCR-WEB-320,6,STRONG,DATA_REQUIREMENT,"inspection excution-level2flow",True
REQ-R0C-00869,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00870,SCR-WEB-320,8,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00871,SCR-WEB-320,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00872,SCR-WEB-310,4,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00873,SCR-WEB-310,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00874,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00875,SCR-WEB-310,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00876,SCR-WEB-300,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00877,SCR-WEB-300,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00878,SCR-WEB-320,11,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00879,SCR-WEB-310,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00880,SCR-WEB-310,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00881,SCR-WEB-310,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00882,SCR-WEB-320,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00883,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00884,SCR-WEB-300,8,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00885,SCR-WEB-320,5,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00886,SCR-WEB-310,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00887,SCR-WEB-310,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00888,SCR-WEB-300,12,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00889,SCR-WEB-300,11,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00890,SCR-WEB-300,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00892,SCR-WEB-300,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00893,SCR-WEB-300,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00894,SCR-WEB-310,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00895,SCR-WEB-320,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00896,SCR-WEB-310,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00897,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00899,SCR-WEB-310,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00900,SCR-WEB-310,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00903,SCR-WEB-300,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00906,SCR-WEB-310,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00907,SCR-WEB-320,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00908,SCR-WEB-300,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00909,SCR-WEB-310,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00910,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00911,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00912,SCR-WEB-310,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00913,SCR-WEB-310,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00915,SCR-WEB-310,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00917,SCR-WEB-310,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00918,SCR-WEB-310,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00919,SCR-WEB-300,10,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00920,SCR-WEB-300,9,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00921,SCR-WEB-300,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00922,SCR-WEB-300,6,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00923,SCR-WEB-300,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00924,SCR-WEB-300,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00925,SCR-WEB-300,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00926,SCR-WEB-300,8,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00927,SCR-WEB-300,15,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00928,SCR-WEB-300,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00929,SCR-WEB-300,8,STRONG,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00931,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00932,SCR-WEB-320,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00933,SCR-WEB-310,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00934,SCR-WEB-300,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00935,SCR-WEB-310,4,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00936,SCR-WEB-310,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00937,SCR-WEB-300,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00939,SCR-WEB-310,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00940,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00941,SCR-WEB-310,3,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00942,SCR-WEB-310,6,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00943,SCR-WEB-310,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00946,SCR-WEB-310,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00947,SCR-WEB-310,8,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00948,SCR-WEB-300,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00950,SCR-WEB-310,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00952,SCR-WEB-310,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00953,SCR-WEB-310,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00954,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00955,SCR-WEB-300,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00956,SCR-WEB-320,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00957,SCR-WEB-320,3,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00958,SCR-WEB-300,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00959,SCR-WEB-320,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00960,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00961,SCR-WEB-310,8,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00962,SCR-WEB-320,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00963,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00965,SCR-WEB-320,4,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00966,SCR-WEB-310,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00967,SCR-WEB-320,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00968,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00969,SCR-WEB-320,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00970,SCR-WEB-320,11,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00971,SCR-WEB-320,6,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00972,SCR-WEB-320,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00973,SCR-WEB-320,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00974,SCR-WEB-320,7,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00975,SCR-WEB-320,8,STRONG,DATA_REQUIREMENT,"inspection excution-level2flow",True
REQ-R0C-00976,SCR-WEB-310,14,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00977,SCR-WEB-300,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00978,SCR-WEB-320,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00979,SCR-WEB-300,8,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00980,SCR-WEB-310,5,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00981,SCR-WEB-310,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00982,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00983,SCR-WEB-320,8,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00984,SCR-WEB-310,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00985,SCR-WEB-310,2,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00986,SCR-WEB-310,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00987,SCR-WEB-310,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00988,SCR-WEB-310,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00989,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00990,SCR-WEB-320,5,WEAK,ACCEPTANCE_CRITERION,"inspection excution-level2flow",True
REQ-R0C-00991,SCR-WEB-400,12,STRONG,USER_ACTION,"factory 360",True
REQ-R0C-00992,SCR-WEB-400,12,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-00993,SCR-WEB-400,8,STRONG,BUSINESS_RULE,"factory 360",True
REQ-R0C-00994,SCR-WEB-400,10,STRONG,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-00995,SCR-WEB-400,8,STRONG,DATA_REQUIREMENT,"factory 360",True
REQ-R0C-00996,SCR-WEB-400,8,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-00998,SCR-WEB-400,4,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-00999,SCR-WEB-400,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01000,SCR-WEB-400,9,STRONG,BUSINESS_RULE,"factory 360",True
REQ-R0C-01001,SCR-WEB-400,2,WEAK,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01002,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01006,SCR-WEB-400,4,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01007,SCR-WEB-400,9,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01008,SCR-WEB-400,5,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01009,SCR-WEB-400,2,WEAK,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01010,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01013,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01014,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01016,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01020,SCR-WEB-500,6,STRONG,USER_ACTION,"factory 360",True
REQ-R0C-01021,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01022,SCR-WEB-500,2,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01023,SCR-WEB-400,6,STRONG,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01026,SCR-WEB-400,4,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01029,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01030,SCR-WEB-400,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01031,SCR-WEB-400,2,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01032,SCR-WEB-400,2,WEAK,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01033,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01034,SCR-WEB-400,6,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01035,SCR-WEB-400,2,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01036,SCR-WEB-400,6,STRONG,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01037,SCR-WEB-400,6,STRONG,USER_ACTION,"factory 360",True
REQ-R0C-01038,SCR-WEB-400,8,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01039,SCR-WEB-400,3,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01042,SCR-WEB-400,2,WEAK,ACCEPTANCE_CRITERION,"factory 360",True
REQ-R0C-01043,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01044,SCR-WEB-400,2,WEAK,BUSINESS_RULE,"factory 360",True
REQ-R0C-01045,SCR-WEB-400,10,STRONG,USER_ACTION,"factory 360",True
REQ-R0C-01046,SCR-WEB-400,6,STRONG,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01047,SCR-WEB-400,6,STRONG,BUSINESS_RULE,"factory 360",True
REQ-R0C-01048,SCR-WEB-400,6,STRONG,BUSINESS_RULE,"factory 360",True
REQ-R0C-01049,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01050,SCR-WEB-400,2,WEAK,SYSTEM_BEHAVIOR,"factory 360",True
REQ-R0C-01052,SCR-WEB-400,2,WEAK,USER_ACTION,"factory 360",True
REQ-R0C-01054,SCR-WEB-400,8,STRONG,BUSINESS_RULE,"factory 360",True
REQ-R0C-01055,SCR-WEB-400,2,WEAK,DATA_REQUIREMENT,"factory 360",True
REQ-R0C-01056,SCR-WEB-500,7,STRONG,USER_ACTION,"ops center",True
REQ-R0C-01057,SCR-WEB-500,10,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01058,SCR-WEB-500,11,STRONG,BUSINESS_RULE,"ops center",True
REQ-R0C-01059,SCR-WEB-400,6,STRONG,USER_ACTION,"ops center",True
REQ-R0C-01060,SCR-WEB-400,7,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01061,SCR-WEB-400,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01062,SCR-WEB-400,6,STRONG,DATA_REQUIREMENT,"ops center",True
REQ-R0C-01063,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01065,SCR-WEB-500,2,WEAK,ACCEPTANCE_CRITERION,"ops center",True
REQ-R0C-01066,SCR-WEB-400,5,WEAK,USER_ACTION,"ops center",True
REQ-R0C-01067,SCR-WEB-500,8,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01068,SCR-WEB-400,3,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01069,SCR-WEB-400,2,WEAK,USER_ACTION,"ops center",True
REQ-R0C-01070,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01071,SCR-WEB-500,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01072,SCR-WEB-500,2,WEAK,ACCEPTANCE_CRITERION,"ops center",True
REQ-R0C-01073,SCR-WEB-400,6,STRONG,USER_ACTION,"ops center",True
REQ-R0C-01074,SCR-WEB-400,2,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01075,SCR-WEB-400,3,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01076,SCR-WEB-400,4,WEAK,USER_ACTION,"ops center",True
REQ-R0C-01077,SCR-WEB-500,8,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01078,SCR-WEB-500,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01079,SCR-WEB-400,11,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01080,SCR-WEB-400,3,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01081,SCR-WEB-400,8,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01082,SCR-WEB-400,6,STRONG,BUSINESS_RULE,"ops center",True
REQ-R0C-01083,SCR-WEB-500,4,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01085,SCR-WEB-500,2,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01086,SCR-WEB-500,6,STRONG,BUSINESS_RULE,"ops center",True
REQ-R0C-01087,SCR-WEB-500,4,WEAK,ACCEPTANCE_CRITERION,"ops center",True
REQ-R0C-01088,SCR-WEB-400,7,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01090,SCR-WEB-400,2,WEAK,USER_ACTION,"ops center",True
REQ-R0C-01091,SCR-WEB-400,3,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01092,SCR-WEB-500,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01093,SCR-WEB-400,8,STRONG,USER_ACTION,"ops center",True
REQ-R0C-01094,SCR-WEB-400,2,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01095,SCR-WEB-400,6,STRONG,BUSINESS_RULE,"ops center",True
REQ-R0C-01097,SCR-WEB-400,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01098,SCR-WEB-500,4,WEAK,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01100,SCR-WEB-500,10,STRONG,SYSTEM_BEHAVIOR,"ops center",True
REQ-R0C-01101,SCR-WEB-500,2,WEAK,BUSINESS_RULE,"ops center",True
REQ-R0C-01102,SCR-WEB-500,3,WEAK,ACCEPTANCE_CRITERION,"ops center",True
REQ-R0C-01103,SCR-WEB-400,2,WEAK,USER_ACTION,"ops center",True
REQ-R0C-01108,SCR-WEB-500,9,STRONG,BUSINESS_RULE,"ops center",True
REQ-R0C-01109,SCR-ADM-010,12,STRONG,USER_ACTION,"complince",True
REQ-R0C-01110,SCR-ADM-010,16,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01111,SCR-ADM-010,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01112,SCR-ADM-010,13,STRONG,ACCEPTANCE_CRITERION,"complince",True
REQ-R0C-01113,SCR-ADM-020,22,STRONG,USER_ACTION,"complince",True
REQ-R0C-01114,SCR-ADM-020,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01115,SCR-ADM-010,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01116,SCR-ADM-040,10,STRONG,USER_ACTION,"complince",True
REQ-R0C-01117,SCR-ADM-020,10,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01118,SCR-ADM-040,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01119,SCR-ADM-041,10,STRONG,USER_ACTION,"complince",True
REQ-R0C-01120,SCR-ADM-041,12,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01121,SCR-ADM-041,14,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01122,SCR-ADM-020,6,STRONG,USER_ACTION,"complince",True
REQ-R0C-01123,SCR-ADM-020,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01124,SCR-ADM-020,14,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01125,SCR-ADM-030,15,STRONG,USER_ACTION,"complince",True
REQ-R0C-01126,SCR-ADM-030,8,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01127,SCR-ADM-030,12,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01128,SCR-ADM-020,6,STRONG,USER_ACTION,"complince",True
REQ-R0C-01129,SCR-ADM-030,8,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01130,SCR-ADM-020,12,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01131,SCR-ADM-030,8,STRONG,DATA_REQUIREMENT,"complince",True
REQ-R0C-01132,SCR-ADM-031,9,STRONG,USER_ACTION,"complince",True
REQ-R0C-01133,SCR-ADM-011,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01134,SCR-ADM-060,5,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01135,SCR-ADM-041,10,STRONG,USER_ACTION,"complince",True
REQ-R0C-01136,SCR-ADM-031,9,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01137,SCR-ADM-020,6,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01138,SCR-ADM-010,12,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01139,SCR-WEB-320,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01140,SCR-ADM-051,8,STRONG,USER_ACTION,"complince",True
REQ-R0C-01141,SCR-ADM-011,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01142,SCR-ADM-020,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01143,SCR-ADM-020,10,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01144,SCR-ADM-030,10,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01145,SCR-ADM-031,4,WEAK,USER_ACTION,"complince",True
REQ-R0C-01146,SCR-ADM-030,4,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01147,SCR-ADM-001,2,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01149,SCR-ADM-020,2,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01150,SCR-ADM-020,10,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01151,SCR-ADM-060,4,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01152,SCR-ADM-020,6,STRONG,USER_ACTION,"complince",True
REQ-R0C-01153,SCR-ADM-031,2,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01154,SCR-ADM-031,10,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01155,SCR-ADM-031,4,WEAK,DATA_REQUIREMENT,"complince",True
REQ-R0C-01156,SCR-ADM-031,4,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01157,SCR-ADM-030,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01158,SCR-ADM-031,4,WEAK,ACCEPTANCE_CRITERION,"complince",True
REQ-R0C-01159,SCR-ADM-051,4,WEAK,USER_ACTION,"complince",True
REQ-R0C-01160,SCR-ADM-020,2,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01161,SCR-ADM-020,6,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01162,SCR-ADM-020,2,WEAK,ACCEPTANCE_CRITERION,"complince",True
REQ-R0C-01163,SCR-ADM-020,7,STRONG,USER_ACTION,"complince",True
REQ-R0C-01164,SCR-ADM-041,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01165,SCR-ADM-020,6,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01166,SCR-WEB-310,6,STRONG,USER_ACTION,"complince",True
REQ-R0C-01167,SCR-ADM-020,4,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01168,SCR-ADM-040,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01169,SCR-ADM-020,4,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01170,SCR-ADM-020,4,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01171,SCR-ADM-020,6,STRONG,DATA_REQUIREMENT,"complince",True
REQ-R0C-01172,SCR-ADM-020,8,STRONG,USER_ACTION,"complince",True
REQ-R0C-01173,SCR-ADM-020,2,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01174,SCR-ADM-020,4,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01175,SCR-ADM-060,7,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01176,SCR-ADM-040,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01177,SCR-ADM-020,6,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01178,SCR-ADM-020,4,WEAK,BUSINESS_RULE,"complince",True
REQ-R0C-01179,SCR-ADM-020,10,STRONG,USER_ACTION,"complince",True
REQ-R0C-01180,SCR-ADM-020,2,WEAK,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01181,SCR-ADM-020,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01182,SCR-ADM-020,8,STRONG,BUSINESS_RULE,"complince",True
REQ-R0C-01183,SCR-ADM-040,8,STRONG,USER_ACTION,"complince",True
REQ-R0C-01184,SCR-ADM-040,8,STRONG,SYSTEM_BEHAVIOR,"complince",True
REQ-R0C-01185,SCR-ADM-040,8,STRONG,BUSINESS_RULE,"complince",True
