MVP3 Module,Design ID,Source Module,Requirement ID,Acceptance ID,Evidence ID,Capability,Title,Requirement,Expected Result,Negative Guard,Required Evidence,Priority,Channels,Personas,Dependencies,Source Reference,Status
M3-09,CD-059,M2-10,MVP2-REQ-0242,MVP2-AC-0242,MVP2-EV-0242,Strategic Platform Expansion Pack,Correction and objection are late lifecycle afterthoughts,Disputes cannot be managed cleanly.,"Correction/objection lifecycle with deadlines, evidence, committee review and final resolution.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 20",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-10,CD-060,M2-11,MVP2-REQ-0255,MVP2-AC-0255,MVP2-EV-0255,Strategic Platform Expansion Pack,"AI features shall provide suggestions only, cite input evidence/clauses, show confidence, allow edit/reject and store human decision separately.","AI features shall provide suggestions only, cite input evidence/clauses, show confidence, allow edit/reject and store human decision separately.",User sees why suggestion was made; human accepts/edits/rejects; audit records the action.,"AI writes penalty, severity or license decision with no human approval.",User sees why suggestion was made; human accepts/edits/rejects; audit records the action.,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,AI governance,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 23",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0077,MVP2-AC-0077,MVP2-EV-0077,Executive National Health and Strategic Dashboards,"Representative acknowledgement, inspector signature, EBDA digital signature, report hash, signed copy","PLAT-0022 | iPad Field App | Mobile Field Execution | EBDA Signature & Report Preview | Representative acknowledgement, inspector signature, EBDA digital signature, report hash, signed copy | Owns configuration, runtime behavior, validation, audit and handoff for EBDA Signature & Report Preview. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector, Factory Representative | Report preview, signature pad/EBDA handoff | Report, Signature, Hash, Consent | Report sections mapped from form template. | Critical reports may change risk after approval. | Signature guard blocks approval/share until completed or excepted. | Signed report | P0 | EBDA To-Be","Authorized user demonstrates 'Representative acknowledgement, inspector signature, EBDA digital signature, report hash, signed copy' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Signed report,P0,Web,Executive; Branch Director; Reporting Analyst,Report sections mapped from form template.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 25",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0084,MVP2-AC-0084,MVP2-EV-0084,Executive National Health and Strategic Dashboards,Committee desk,"Shows report, evidence, legal mapping, recommendations and dissent history",Decision outcome updates violation/correction state,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 20",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0225,MVP2-AC-0225,MVP2-EV-0225,Strategic Platform Expansion Pack,Strategic requirement,"Primary business outcome | License decision defensibility | Every inspection must explain why factory was selected, what rules/forms applied, how evidence was captured, how signature/refusal was handled, and why decision was made. | Licensing committee, legal, audit | Case replay with full data trail | Without this, business users will challenge trust and legal defensibility.","Authorized user demonstrates 'Strategic requirement' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 42_KSA_Domain_Context, row 5",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0232,MVP2-AC-0232,MVP2-EV-0232,Strategic Platform Expansion Pack,EBDA technical and legal contract is not yet verified,Digital signature flow becomes hand-wavy; online/offline behavior unknown.,"Obtain EBDA API, legal profile, identity model, timestamp/seal rules, error cases and sandbox.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 4",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0236,MVP2-AC-0236,MVP2-EV-0236,Strategic Platform Expansion Pack,Committee decision screen may be too shallow,"Committee cannot see coherent dossier, history, risk, evidence and objection context.","Committee dossier prototype with replay, risk summary, evidence, violations, correction, objection and decision options.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 12",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0245,MVP2-AC-0245,MVP2-EV-0245,Strategic Platform Expansion Pack,"The Digital Signature Service shall not be built until the approved KSA trust-service provider, API contract, signer identity flow, timestamp, seal validation and legal acceptance are confirmed.","The Digital Signature Service shall not be built until the approved KSA trust-service provider, API contract, signer identity flow, timestamp, seal validation and legal acceptance are confirmed.","Signed legal/technical decision record confirming provider, API, certificate model, signer journey, refusal journey and audit payload.",No mock signature may be accepted as final product signature.,"Signed legal/technical decision record confirming provider, API, certificate model, signer journey, refusal journey and audit payload.",P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,DGA Electronic Signature; DGA Electronic Transactions Law; Emdha Digital Signature,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 6",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0246,MVP2-AC-0246,MVP2-EV-0246,Strategic Platform Expansion Pack,"The iPad app shall support 'Refused to Sign' with mandatory reason, optional witness, inspector statement and audit trail, then proceed per configured workflow.","The iPad app shall support 'Refused to Sign' with mandatory reason, optional witness, inspector statement and audit trail, then proceed per configured workflow.","Refusal produces a signed/refused event, reason, timestamp, device/location context and workflow continuation.",Inspection cannot be blocked permanently because the factory refuses to sign.,"Refusal produces a signed/refused event, reason, timestamp, device/location context and workflow continuation.",P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Digital signature workflow requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 8",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0252,MVP2-AC-0252,MVP2-EV-0252,Strategic Platform Expansion Pack,The Committee Room shall generate a decision dossier that is readable to business users and defensible to auditors.,The Committee Room shall generate a decision dossier that is readable to business users and defensible to auditors.,Dossier has single-page summary and drilldown into every source artifact.,"Committee decision recorded without evidence, score, or history context.",Dossier has single-page summary and drilldown into every source artifact.,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Committee dossier requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 19",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-11,CD-061,M2-12,MVP2-REQ-0257,MVP2-AC-0257,MVP2-EV-0257,Strategic Platform Expansion Pack,"The License Decision module shall require traceable links from decision status to source inspection package, violations, committee actions and conditions.","The License Decision module shall require traceable links from decision status to source inspection package, violations, committee actions and conditions.",Approved/conditional/suspended/rejected outcome references source facts and conditions.,License can be approved/rejected with no traceable inspection source.,Approved/conditional/suspended/rejected outcome references source facts and conditions.,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Licensing workflow requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 26",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-12,N/A,M2-13,MVP2-REQ-0258,MVP2-AC-0258,MVP2-EV-0258,Strategic Platform Expansion Pack,"The program shall maintain a pre-build and pre-go-live audit test pack with business demo scripts, technical proofs and UX validation evidence.","The program shall maintain a pre-build and pre-go-live audit test pack with business demo scripts, technical proofs and UX validation evidence.",Audit pack has scripts and evidence for every P0 flow.,Go-live approval attempted without test evidence.,Audit pack has scripts and evidence for every P0 flow.,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Program governance requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 27",Transferred to MVP3 — Sponsor direction 2026-07-17
