finding_id,route,screen_id,persona,mode,locale,direction,theme,severity,category,observation,user_cost,evidence_path,evidence_status,source_refs,recommendation,acceptance_test,design_package,status
WP01-UI-0547,/planning/bulk/review,SCR-WEB-140,Planner,default,en,LTR,light,P2,Responsive behavior,Current en-LTR light evidence for /planning/bulk/review requires responsive behavior refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/bulk/review.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.","On /planning/bulk/review in en-LTR light, verify: Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0548,/planning/bulk/review,SCR-WEB-140,Planner,default,en,LTR,light,P2,Data provenance,Current en-LTR light evidence for /planning/bulk/review requires data provenance refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/bulk/review.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.,"On /planning/bulk/review in en-LTR light, verify: Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0549,/planning/bulk/review,SCR-WEB-140,Planner,default,en,LTR,light,P2,Evidence/audit,Current en-LTR light evidence for /planning/bulk/review requires evidence/audit refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/bulk/review.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Attach source, version, timestamp and immutable audit context to regulatory evidence.","On /planning/bulk/review in en-LTR light, verify: Attach source, version, timestamp and immutable audit context to regulatory evidence.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0550,/planning/bulk/review,SCR-WEB-140,Planner,default,en,LTR,light,P1,State integrity,Current en-LTR light evidence for /planning/bulk/review requires state integrity refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/bulk/review.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.","On /planning/bulk/review in en-LTR light, verify: Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0551,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Visual hierarchy,Current en-LTR light evidence for /planning/immediate requires visual hierarchy refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Establish a single decision-first page header with job, lifecycle state, scope and one primary action.","On /planning/immediate in en-LTR light, verify: Establish a single decision-first page header with job, lifecycle state, scope and one primary action.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0552,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Action hierarchy,Current en-LTR light evidence for /planning/immediate requires action hierarchy refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Separate primary, secondary, destructive and irreversible actions by placement, color and confirmation.","On /planning/immediate in en-LTR light, verify: Separate primary, secondary, destructive and irreversible actions by placement, color and confirmation.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0553,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Density,Current en-LTR light evidence for /planning/immediate requires density refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Use progressive disclosure and bounded regions so the page remains scannable at operational data scale.,"On /planning/immediate in en-LTR light, verify: Use progressive disclosure and bounded regions so the page remains scannable at operational data scale.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0554,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Typography,Current en-LTR light evidence for /planning/immediate requires typography refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Apply the governed Arabic/Latin type scale with stable numerals, line height and truncation behavior.","On /planning/immediate in en-LTR light, verify: Apply the governed Arabic/Latin type scale with stable numerals, line height and truncation behavior.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0555,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Status semantics,Current en-LTR light evidence for /planning/immediate requires status semantics refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Use tokenized status labels with text, icon and color; never rely on color alone.","On /planning/immediate in en-LTR light, verify: Use tokenized status labels with text, icon and color; never rely on color alone.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0556,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Navigation,Current en-LTR light evidence for /planning/immediate requires navigation refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep current destination, journey stage and back path explicit in side rail and breadcrumb.","On /planning/immediate in en-LTR light, verify: Keep current destination, journey stage and back path explicit in side rail and breadcrumb.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0557,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Persona identity,Current en-LTR light evidence for /planning/immediate requires persona identity refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Expose authenticated role and governed scope without implying that the user can switch roles.,"On /planning/immediate in en-LTR light, verify: Expose authenticated role and governed scope without implying that the user can switch roles.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0558,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Table/list,Current en-LTR light evidence for /planning/immediate requires table/list refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.","On /planning/immediate in en-LTR light, verify: Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0559,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Filters,Current en-LTR light evidence for /planning/immediate requires filters refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.,"On /planning/immediate in en-LTR light, verify: Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0560,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Selection,Current en-LTR light evidence for /planning/immediate requires selection refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show selection count, scope and cross-page behavior before enabling bulk actions.","On /planning/immediate in en-LTR light, verify: Show selection count, scope and cross-page behavior before enabling bulk actions.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0561,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Forms,Current en-LTR light evidence for /planning/immediate requires forms refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.","On /planning/immediate in en-LTR light, verify: Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0562,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Validation,Current en-LTR light evidence for /planning/immediate requires validation refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Place specific validation beside the field and summarize blockers near the action region.,"On /planning/immediate in en-LTR light, verify: Place specific validation beside the field and summarize blockers near the action region.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0563,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Empty state,Current en-LTR light evidence for /planning/immediate requires empty state refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Use honest empty states that explain scope, cause and the permitted next action.","On /planning/immediate in en-LTR light, verify: Use honest empty states that explain scope, cause and the permitted next action.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0564,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Loading state,Current en-LTR light evidence for /planning/immediate requires loading state refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Reserve layout and announce loading or delayed data without masking stale content as current.,"On /planning/immediate in en-LTR light, verify: Reserve layout and announce loading or delayed data without masking stale content as current.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0565,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P1,Provider truth,Current en-LTR light evidence for /planning/immediate requires provider truth refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Render unavailable or partial integrations as fail-closed states with no simulated success cues.,"On /planning/immediate in en-LTR light, verify: Render unavailable or partial integrations as fail-closed states with no simulated success cues.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0566,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Freshness,Current en-LTR light evidence for /planning/immediate requires freshness refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show last-updated time, data scope and partial-source state beside decision content.","On /planning/immediate in en-LTR light, verify: Show last-updated time, data scope and partial-source state beside decision content.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0567,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Focus,Current en-LTR light evidence for /planning/immediate requires focus refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide visible focus order through shell, filters, content and action regions.","On /planning/immediate in en-LTR light, verify: Provide visible focus order through shell, filters, content and action regions.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0568,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Accessible names,Current en-LTR light evidence for /planning/immediate requires accessible names refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Ensure every icon control has a unique accessible name in its visible context.,"On /planning/immediate in en-LTR light, verify: Ensure every icon control has a unique accessible name in its visible context.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0569,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Target size,Current en-LTR light evidence for /planning/immediate requires target size refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Meet WCAG 2.2 target sizing and spacing for dense operational controls.,"On /planning/immediate in en-LTR light, verify: Meet WCAG 2.2 target sizing and spacing for dense operational controls.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0570,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Arabic/RTL,Current en-LTR light evidence for /planning/immediate requires arabic/rtl refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Mirror layout semantics, preserve logical number/date order and remove untranslated English fragments.","On /planning/immediate in en-LTR light, verify: Mirror layout semantics, preserve logical number/date order and remove untranslated English fragments.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0571,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Dark theme,Current en-LTR light evidence for /planning/immediate requires dark theme refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Verify contrast, map/chart palette, borders and disabled states in governed dark tokens.","On /planning/immediate in en-LTR light, verify: Verify contrast, map/chart palette, borders and disabled states in governed dark tokens.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0572,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Responsive behavior,Current en-LTR light evidence for /planning/immediate requires responsive behavior refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.","On /planning/immediate in en-LTR light, verify: Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0573,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Data provenance,Current en-LTR light evidence for /planning/immediate requires data provenance refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.,"On /planning/immediate in en-LTR light, verify: Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0574,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P2,Evidence/audit,Current en-LTR light evidence for /planning/immediate requires evidence/audit refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Attach source, version, timestamp and immutable audit context to regulatory evidence.","On /planning/immediate in en-LTR light, verify: Attach source, version, timestamp and immutable audit context to regulatory evidence.",CD-PREM-03,OPEN_EVIDENCED
WP01-UI-0575,/planning/immediate,SCR-WEB-130,Planner,default,en,LTR,light,P1,State integrity,Current en-LTR light evidence for /planning/immediate requires state integrity refinement against the governed premium baseline.,"Reduced scan clarity, state recognition or visual trust on /planning/immediate.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.","On /planning/immediate in en-LTR light, verify: Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.",CD-PREM-03,OPEN_EVIDENCED
