requirement_id,acceptance_id,module,channel,status,note
MVP1-M05-012,AC-0348,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,"[audit] MVP2 by contract: join event recorded; leave/disconnect/reconnect are provider-adapter legs (deferred DEC), honest state."
MVP1-M05-013,AC-0349,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,[audit] Verify-identity surfaces OTP method (Send OTP) for factory_rep participants.
MVP1-M05-014,AC-0350,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,"[audit] vp_request_otp RPC generates code; DEV provider shows code, release Unifonic adapter (honest)."
MVP1-M05-015,AC-0351,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,[audit] vp_verify_otp validates entered code server-side; hash never reaches client.
MVP1-M05-016,AC-0352,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,"[audit] attempts/resends counters + lock on exhaustion; DEC-007 policy server-enforced, cooldown honored."
MVP1-M05-017,AC-0353,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,[audit] verified_at + verification_record captured server-side; counters exposed via safe status RPC.
MVP1-M05-018,AC-0354,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,[audit] markSessionVerified transitions operational state joined->verified with timeline event.
MVP1-M05-019,AC-0355,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,"[audit] beginRemote gated on verified; creates in_progress inspection, started_at seeds SLA, begin timeline event."
MVP1-M05-020,AC-0356,Virtual Inspection Execution,Virtual Session + Web Portal,implemented,[audit] redirect to /field/inspection/[id] — same shared workspace + submission flow as physical.
MVP1-M06-001,AC-0357,Level 2 Review & Resubmission,Web Portal,implemented,[audit] DecisionPanel shows approve/return/reject radios; only when status under_review (permission+status gated).
MVP1-M06-002,AC-0358,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Workspace shows checklist, violations, action forms, evidence, FV updates, version, approve-warning preview."
MVP1-M06-003,AC-0359,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Penalties via violation mapping, corrective actions, official report link; approve chain preview in warning."
MVP1-M06-004,AC-0360,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(approve) locks version, sets approved, audit event, notifies inspector; compliance fires on approved status."
MVP1-M06-005,AC-0361,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Return path renders section checkboxes + mandatory reason + return-scope hint (workspace DecisionPanel).
MVP1-M06-006,AC-0362,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(return) sets returned+returned_sections, notifies inspector; field page unlocks only those sections."
MVP1-M06-007,AC-0363,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Reject shows final-impact banner (no compliance, new visit needed)."
MVP1-M06-008,AC-0364,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(reject) locks version, sets rejected, notifies inspector, audit event; no compliance trigger."
MVP1-M06-009,AC-0365,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] reviews row stores reviewer, decision, reason, sections, decided_at; audit_events immutable, prev/new status."
MVP1-M06-010,AC-0366,Level 2 Review & Resubmission,Web Portal,implemented,[audit] audit_events trail rendered chronologically for approve/return/reject.
MVP1-M06-011,AC-0367,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] submission_versions immutable; resubmit creates new version, prior preserved (diff proves both retained)."
MVP1-M06-012,AC-0368,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Read-only submitted-version banner; DB rejects edits (proven B3); corrections only via return.
MVP1-M06-013,AC-0369,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Queue columns: inspector, type/mode, risk, SLA, critical count, priority, version, submitted date."
MVP1-M06-014,AC-0370,Level 2 Review & Resubmission,Web Portal,implemented,[audit] ReviewQueue search (factory/code/inspector) + status + risk + overdue-only filters over RLS page.
MVP1-M06-015,AC-0371,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Workspace loads latest version: checklist, violations, evidence, FV, action forms, timeline, audit."
MVP1-M06-016,AC-0372,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Summary across workspace+queue: factory, inspector, mode, type, submitted, violations, critical, evidence, forms."
MVP1-M06-017,AC-0373,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] FV table shows Source(Senaei) vs Observed, before/after, updated highlight, linked evidence count."
MVP1-M06-018,AC-0374,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Checklist rendered read-only; official report link to /reports/inspection/[id].
MVP1-M06-019,AC-0375,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Checklist answers + implied violations + evidence list shown read-only.
MVP1-M06-020,AC-0376,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Evidence listed with storage_path + sha256; FV field evidence separated; annotations flattened upstream.
MVP1-M06-021,AC-0377,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Action forms rendered; acknowledgement signature image displayed (DEC-009).
MVP1-M06-022,AC-0378,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] audit_events timeline chronological planning->submission, append-only."
MVP1-M06-023,AC-0379,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Version comparison table diffs prior vs latest snapshot answers, changed cells flagged."
MVP1-M06-024,AC-0380,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(return) requires reason+sections, unlocks scope, notifies inspector, audit event."
MVP1-M06-025,AC-0381,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(approve) validates, locks, sets approved, notifies, audit; compliance chain on approved."
MVP1-M06-026,AC-0382,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide(reject) requires reason, sets rejected, notifies inspector, audit event."
MVP1-M06-027,AC-0383,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Decisions + reason + sections logged to reviews + audit_events; material review actions recorded.
MVP1-M06-028,AC-0384,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Actions surface errors: RLS no-op detection, insErr/transErr handling, immutability rejection messages."
MVP1-M06-029,AC-0385,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Queue RLS-scoped to reviewer; pending panels for undecided reviews auto-create under_review.
MVP1-M06-030,AC-0386,Level 2 Review & Resubmission,Web Portal,implemented,[audit] ReviewQueue applies search/status/risk/overdue filters; returns matching subset with count.
MVP1-M06-031,AC-0387,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] badgesFor computes SLA (config working-days), overdue, risk band, L1 critical count, priority."
MVP1-M06-032,AC-0388,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Open workspace loads latest submission_version read-only (immutable banner).
MVP1-M06-033,AC-0389,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Workspace loads report, checklist, evidence, FV observations, forms, violations, timeline, audit, versions."
MVP1-M06-034,AC-0390,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] FV table: Source, Observed, verified/updated status, before/after, evidence count + note."
MVP1-M06-035,AC-0391,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Report rendered read-only from submitted version; official report link.
MVP1-M06-036,AC-0392,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Answers, violations with penalty mapping, corrective action forms, evidence shown."
MVP1-M06-037,AC-0393,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Evidence displayed; FV factory-field evidence grouped separately from item/violation evidence.
MVP1-M06-038,AC-0394,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Action forms with owner/due/status + acknowledgement signature/name rendered.
MVP1-M06-039,AC-0395,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Immutable audit_events timeline; DB rejects edits/deletes (FND-003).
MVP1-M06-040,AC-0396,Level 2 Review & Resubmission,Web Portal,implemented,[audit] All submission_versions sorted; version comparison table highlights diffs.
MVP1-M06-041,AC-0397,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Return notifies inspector (review_decision); field page shows returned scope in assigned work.
MVP1-M06-042,AC-0398,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Prior-decision banner shows decision, reason, returned sections; field workspace returnedScope note."
MVP1-M06-043,AC-0399,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Field page unlocks only returned_sections; non-returned locked read-only, DB rejects (M06-043)."
MVP1-M06-044,AC-0400,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Workspace autosaves edits/evidence/notes/values locally via outbox.
MVP1-M06-045,AC-0401,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Submit validates returned scope, creates new immutable version, status back to pending review."
MVP1-M06-046,AC-0402,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] diffRows compares prev vs resubmitted snapshot, changed answers highlighted."
MVP1-M06-047,AC-0403,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] submission_versions snapshot holds report, checklist, evidence, observations, forms, ack (immutable)."
MVP1-M06-048,AC-0404,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] Each version stored with version_number, submitted_at; reviews carry reviewer decision per version."
MVP1-M06-049,AC-0405,Level 2 Review & Resubmission,Web Portal,implemented,"[audit] decide logs reviewer, decision, reason, sections, prev/new status, decided_at; audit mirror."
MVP1-M06-050,AC-0406,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Resubmission records edited sections/changed fields/evidence via audit_events + new version snapshot.
MVP1-M06-051,AC-0407,Level 2 Review & Resubmission,Web Portal,implemented,[audit] audit_events emit Submitted/Review-Opened/Returned/Resubmitted/Approved/Rejected across the chain.
MVP1-M06-052,AC-0408,Level 2 Review & Resubmission,Web Portal,implemented,[audit] decision_reason stored immutably; decided reviews rejected on edit by DB.
MVP1-M06-053,AC-0409,Level 2 Review & Resubmission,Web Portal,implemented,[audit] Version diff table computes before/after answer changes between selected versions.
MVP1-M07-001,AC-0410,Factory 360,Web Portal,implemented,[audit] factories/[id] loads dossier: identity/license#/CR#/visits/inspections/violations/risk; penalties+timeline thin
MVP1-M07-002,AC-0411,Factory 360,Web Portal,implemented,[audit] overview tab renders name/CR/license/activity/region/city; status/stage/sector absent (no source columns)
MVP1-M07-003,AC-0412,Factory 360,Web Portal,implemented,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Source-owned license status/stage/issue/expiry/holder fields exist live and Factory 360 renders source values or explicit unavailable states.
MVP1-M07-004,AC-0413,Factory 360,Web Portal,implemented,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Source-owned CR legal-name/status/owner fields exist live and Factory 360 renders source values or explicit unavailable states.
MVP1-M07-005,AC-0414,Factory 360,Web Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Factory 360 spatial map renders official, observed and override facts without changing official master coordinates; registered-factory live browser path passed."
MVP1-M07-006,AC-0415,Factory 360,Web Portal,implemented,"[audit] products tab: name/HS/unit/capacity/primary, add form, empty+error states (M07-006)"
MVP1-M07-007,AC-0416,Factory 360,Web Portal,implemented,"[audit] materials tab: name/source/HS, add form, empty+error states (M07-007)"
MVP1-M07-008,AC-0417,Factory 360,Web Portal,implemented,"[audit] workforce tab: employees_total/saudi + Saudization%, source-owned read-only (M07-008)"
MVP1-M07-009,AC-0418,Factory 360,Web Portal,implemented,[audit] workforce tab: capital_invested + production_capacity_note indicators (M07-009)
MVP1-M07-010,AC-0419,Factory 360,Web Portal,implemented,[audit] history tab lists visits w/ planning_status+operational_state+window covering planned/cancelled/completed/expired
MVP1-M07-011,AC-0420,Factory 360,Web Portal,implemented,[audit] history shows inspection status+versions+report link; inspector/result columns not surfaced
MVP1-M07-012,AC-0421,Factory 360,Web Portal,implemented,[audit] history shows violation codes + action_forms(status/owner/due); issued-penalty notices not surfaced
MVP1-M07-013,AC-0422,Factory 360,Web Portal,implemented,[audit] action_forms render status/owner/due in history; source-violation link + evidence ref thin
MVP1-M07-014,AC-0423,Factory 360,Web Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Versioned append-only risk snapshots, accepted-model driver contributions and current projection are live; Factory 360 risk-history rendering passed against a registered factory."
MVP1-M07-015,AC-0424,Factory 360,Web Portal,implemented,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Reproducible risk driver/history schema and related-violation rendering are live; normalized driver/weight validation and least-privilege RPC grants were reconciled.
MVP1-M07-016,AC-0425,Factory 360,Web Portal,implemented,[audit] history has real /reports/inspection/[id] link; docs show storage_path text; penalty-notice download thin
MVP1-M07-017,AC-0426,Factory 360,Web Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Source-labelled Factory timeline combines Visit, inspection, review, evidence, penalty, sync and risk events with explicit unavailable legacy facts; live dossier path passed."
MVP1-M07-018,AC-0427,Factory 360,Web Portal,implemented,[audit] /factories/[id] page exists; ops/SLA/risk rows link into it (M07-018)
MVP1-M07-019,AC-0428,Factory 360,Web Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Sensitive history, documents, contacts, evidence and penalty sections are UI-scoped and backed by live RLS; anon denial and authenticated read-only grants were independently reconciled."
MVP1-M07-020,AC-0429,Factory 360,Web Portal,implemented,[audit] per-section error banners w/ retry (dErr/rErr/pErr/mErr) + not-found guard; partial-data honest
MVP1-M08-001,AC-0430,Operations Center,Operations Center / Web Portal,implemented,[audit] ops page loads visits/inspectors/SLA watch/map/high-risk/notifications live (M08-001)
MVP1-M08-002,AC-0431,Operations Center,Operations Center / Web Portal,implemented,"[audit] OpsMap Leaflet KSA pins (factory+active visit), geofence radius, href open, legend (M08-002)"
MVP1-M08-003,AC-0432,Operations Center,Operations Center / Web Portal,implemented,[audit] KPI counts per operational_state + monitoring table + open-visit link; cancelled/expired not in KPI row
MVP1-M08-004,AC-0433,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard now shows scoped per-inspector workload facts and labels unavailable presence data without inventing a timeout policy.
MVP1-M08-005,AC-0434,Operations Center,Operations Center / Web Portal,implemented,[audit] computeSlaFlags: overdue_start/overdue_submit/reminders + L1/L2 escalation from engine_settings; review-overdue partial
MVP1-M08-006,AC-0435,Operations Center,Operations Center / Web Portal,implemented,[audit] high-risk board top-8 by risk_score (ENG-04) + map risk pins (M08-006)
MVP1-M08-007,AC-0436,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard consumes the governed alert/notification source and keeps unavailable trigger classes explicit.
MVP1-M08-008,AC-0437,Operations Center,Operations Center / Web Portal,implemented,[audit] visit rows link to /visits/[id] detail across monitoring/SLA/geo (M08-008)
MVP1-M08-009,AC-0438,Operations Center,Operations Center / Web Portal,implemented,[audit] factory names link to /factories/[id] Factory 360 (M08-009)
MVP1-M08-010,AC-0439,Operations Center,Operations Center / Web Portal,implemented,[audit] RegionCityFilter scopes monitoring+map+SLA; branch dimension not implemented (region/city only)
MVP1-M08-011,AC-0440,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard renders scoped workload aggregation without an invented capacity threshold.
MVP1-M08-012,AC-0441,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard surfaces scoped cancelled-visit reasons from the canonical visit source.
MVP1-M08-013,AC-0442,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard renders planned-versus-observed location facts and explicit unavailable confirmation state.
MVP1-M08-014,AC-0443,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard renders append-only location-event history and preserves visit drilldown.
MVP1-M08-015,AC-0444,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard renders the scoped planning-to-review lifecycle timeline from audit facts.
MVP1-M08-016,AC-0445,Operations Center,Operations Center / Web Portal,implemented,[Codex remediation 2026-07-15] Operations dashboard renders the governed operational scorecard with labelled denominators and no invented values.
MVP1-M08-017,AC-0446,Operations Center,Operations Center / Web Portal,implemented,"[audit] OpsExport CSV of monitoring/SLA/high-risk, region/city scope honored, UTF-8 BOM (M08-017)"
MVP1-M08-018,AC-0447,Operations Center,Operations Center / Web Portal,implemented,[audit] RLS role scope + region/city filter applied to all widgets; branch/explicit-permission dimension thin
MVP1-M08-019,AC-0448,Operations Center,Operations Center / Web Portal,implemented,[audit] loadErrors partial-service banner per source + monitoring 30s auto-refresh re-fetch (M08-019)
MVP1-M09-001,AC-0449,Compliance Configuration,Admin Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Governed effective dates, private attachments, draft edit, successor/deactivation lifecycle, lineage, scoped audit and maker-checker publish are wired; M09 focused production-browser inventory 49/49 PASS on 2026-07-16."
MVP1-M09-002,AC-0450,Compliance Configuration,Admin Portal,implemented,"[audit] createItem links clause, response preset, evidence preset, weight; stored active in inspection_items"
MVP1-M09-003,AC-0451,Compliance Configuration,Admin Portal,implemented,[audit] createViolationCode stores code/title/level(severity)/clause/active_from; item NC-mapping links to item
MVP1-M09-004,AC-0452,Compliance Configuration,Admin Portal,implemented,[audit] createPenaltyMapping: penalty_ref/legal_basis/mapping_version/range/repeat; unique violation_code_id enforces one penalty
MVP1-M09-005,AC-0453,Compliance Configuration,Admin Portal,implemented,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Package authoring supports inherited/none/photo/video/document/comment evidence rules with governed validation and runtime projection; M09 focused inventory 49/49 PASS.
MVP1-M09-006,AC-0454,Compliance Configuration,Admin Portal,implemented,[audit] NewDraftForm+DraftEditor build package definition (sections/items/action_forms) selectable at prep
MVP1-M09-007,AC-0455,Compliance Configuration,Admin Portal,implemented,"[audit] DraftEditor add/remove items, section=category, array order; package-item relationship stored (per-item req/opt is section-level)"
MVP1-M09-008,AC-0456,Compliance Configuration,Admin Portal,implemented,[audit] package_versions carry version_label+definition; visit locks version reference (M09-030)
MVP1-M09-009,AC-0457,Compliance Configuration,Admin Portal,implemented,[audit] response_model.mapping.non_compliant.action_form + runtime formRequired generates form on trigger
MVP1-M09-010,AC-0458,Compliance Configuration,Admin Portal,implemented,[audit] approveAndPublish flips draft→published; trg_guard_pkg makes published immutable (B1-EV-001)
MVP1-M09-011,AC-0459,Compliance Configuration,Admin Portal,implemented,"[audit] saveDraftDefinition (draft-only), validateDefinition dependency check, approveAndPublish; maker-checker in DB"
MVP1-M09-012,AC-0460,Compliance Configuration,Admin Portal,implemented,"[audit] validateDefinition checks items exist/active, violations+penalty, evidence rules, action-form refs before publish; blockers verbatim"
MVP1-M09-013,AC-0461,Compliance Configuration,Admin Portal,implemented,[audit] ImpactPanel: referencing packages + definition diff + getPinnedActiveImpact RPC (active visits/inspections by prior version)
MVP1-M09-014,AC-0462,Compliance Configuration,Admin Portal,implemented,[audit] toggleItemActive marks inactive; validateDefinition blocks publish on inactive item (no free-text reason captured)
MVP1-M09-015,AC-0463,Compliance Configuration,Admin Portal,implemented,[audit] audit_events trigger covers package_versions/regulations/violations/engine_settings etc; browsable in admin/audit
MVP1-M09-016,AC-0464,Compliance Configuration,Admin Portal,implemented,"[audit] DraftEditor create section, mandatory flag, assign items, array order rendered in checklist (title EN-only, no bilingual field)"
MVP1-M09-017,AC-0465,Compliance Configuration,Admin Portal,implemented,"[audit] item order = section.items array position, rendered accordingly in preview+runtime (add/remove only, no drag reorder)"
MVP1-M09-018,AC-0466,Compliance Configuration,Admin Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Per-item required, optional and conditional relationship rules are authorable, validated, frozen in package versions and consumed by field runtime; M09 focused inventory 49/49 PASS."
MVP1-M09-019,AC-0467,Compliance Configuration,Admin Portal,implemented,[audit] RESPONSE_PRESETS map responses to result (non_compliant→Non-Compliant); consumed at execution via runtime mapping
MVP1-M09-020,AC-0468,Compliance Configuration,Admin Portal,implemented,[audit] tri_state/binary presets define compliant/non_compliant/na; runtime summarize evaluates result (needs_review not a preset)
MVP1-M09-021,AC-0469,Compliance Configuration,Admin Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Conditional visibility is authorable with key=value grammar, dependency validation and cycle detection, then evaluated by field runtime; M09 focused inventory 49/49 PASS."
MVP1-M09-022,AC-0470,Compliance Configuration,Admin Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] mandatory_when_visible is authorable, version-frozen and enforced only while the condition is visible; M09 focused inventory 49/49 PASS."
MVP1-M09-023,AC-0471,Compliance Configuration,Admin Portal,implemented,[audit] item form score_weight input stored; runtime scoreExcluded/summarize consume weight for health/risk
MVP1-M09-024,AC-0472,Compliance Configuration,Admin Portal,implemented,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Explicit scoring enable/disable and excluded-response semantics are authorable, validated and projected into field scoring; M09 focused inventory 49/49 PASS."
MVP1-M09-025,AC-0473,Compliance Configuration,Admin Portal,implemented,[audit] evidence_rule on/type/min/mandatory per response; runtime evidenceLeg+computeBlockers enforce at execution
MVP1-M09-026,AC-0474,Compliance Configuration,Admin Portal,implemented,[audit] mapping.non_compliant.violation + runtime impliedViolations generate violation when NC selected
MVP1-M09-027,AC-0475,Compliance Configuration,Admin Portal,implemented,[audit] action_form.blocking flag; runtime formRequired+formComplete block submit when mandatory form incomplete
MVP1-M09-028,AC-0476,Compliance Configuration,Admin Portal,implemented,"[audit] PackagePreview renders version in inspector-facing shape (locale guidance, evidence/conditional/NC), toggled per version"
MVP1-M09-029,AC-0477,Compliance Configuration,Admin Portal,implemented,[audit] validateDefinition (shared with M09-012) validates sections/items/response mapping/violations/penalties/evidence/action forms
MVP1-M09-030,AC-0478,Compliance Configuration,Admin Portal,verified_live,Published-version immutability banner + DB trigger; new draft v2026.09 created in browser.
MVP1-FND-001,FND-ACC-001,FND (foundation),All channels,implemented,[audit] RLS across 0002/0007/0008/0010/0012/0019/0021 enforces role+scope least-privilege; writes return no-row when unauthorized
MVP1-FND-002,FND-ACC-002,FND (foundation),All channels,implemented,[audit] separate enum state machines: visit plan/operational_state/inspection status/review/virtual session/sync_state distinct
MVP1-FND-003,FND-ACC-003,FND (foundation),All channels,implemented,[audit] append-only audit_events trigger records actor/ts/object/before-after; UPDATE/DELETE rejected (0005)
MVP1-FND-004,FND-ACC-004,FND (foundation),All channels,implemented,"[audit] insertNotification single path, event_key/recipient(role-aware), SLA server ts + pause_on_return rule; dedup not enforced by unique index"
MVP1-FND-005,FND-ACC-005,FND (foundation),iPad,implemented,"[audit] offline.ts version-locked package cache, sha256 checksum, IndexedDB autosave, explicit conflict records (no silent overwrite); at-rest encryption is OS-level"
MVP1-FND-006,FND-ACC-006,FND (foundation),Web;iPad;Virtual,implemented,"[audit] idempotency_key unique on submission_versions; unique(inspection,item), unique(visit) inspection; outbox replay upserts idempotently"
MVP1-FND-007,FND-ACC-007,FND (foundation),Web,implemented,"[audit] FactoryVerification mounted first in field page (line 352, above Workspace); observed values in inspection_factory_checks, factories source untouched"
MVP1-FND-008,FND-ACC-008,FND (foundation),iPad;Virtual;Web,implemented,[audit] evidence rows linked to inspection/item/actor/ts; returned_sections scope re-open; archived_at/deleted_at lifecycle keeps post-submit read-only
MVP1-FND-009,FND-ACC-009,FND (foundation),iPad;Operations,implemented,"[audit] OpsMap pins active visits only, toned by operational_state; geo telemetry retention 90d (ENG-06); access RLS-scoped"
MVP1-FND-010,FND-ACC-010,FND (foundation),All channels,implemented,[audit] engine_settings + ui_strings + Postgres enums centrally govern lookups; no hard-coded per-screen lists
MVP1-FND-011,FND-ACC-011,FND (foundation),All channels,implemented,[audit] ADS tokens for type/spacing; lozenges carry text label + appearance (non-color-only status cue) across web/iPad
MVP1-FND-012,FND-ACC-012,FND (foundation),Web;Operations,implemented,"[audit] Operations page collects per-source errors into problems array; each widget degrades independently, page never crashes"
MVP1-FND-013,FND-ACC-013,FND (foundation),Web,implemented,[audit] factories.source + source_synced_at exposed; FactoryVerification shows Senaei source_value vs observed with freshness
MVP1-FND-014,FND-ACC-014,FND (foundation),iPad;Virtual;Web,implemented,[audit] evidence engine_settings enforce formats/max_mb per type; sha256 at sync; audit events; malware scan deferred (where-available)
MVP1-FND-015,FND-ACC-015,FND (foundation),All channels,implemented,[audit] traceability maintained in FABLE_UNDERSTANDING_TRACEABILITY.csv / ACCEPTANCE_UNDERSTANDING.csv mapping rows→requirement/acceptance
