requirement_id,module,capability,classification,process_phases,journey,authoritative_storyboard,channel,screens,states,state_transitions,behavior,acceptance_id,evidence_contracts,error_contracts,source
MVP1-M04-109,Physical Inspection Execution,Annotate Evidence,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),Draw annotations. -> Save annotated image together with the original file.,AC-0222,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 110
MVP1-M04-110,Physical Inspection Execution,Maintain Change Counter,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Review change counter. -> Count all updated factory fields.,AC-0223,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 111
MVP1-M04-111,Physical Inspection Execution,Review Factory Changes,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Review changes. -> Display every updated field with Source Value, Observed Value and attached evidence.",AC-0224,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 112
MVP1-M04-112,Physical Inspection Execution,Preserve Source Integrity,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Prevent any direct update to Senaei during inspection.,AC-0225,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 113
MVP1-M04-113,Physical Inspection Execution,Generate Verification Audit,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Log Verified, Updated, Evidence Added, Comments Added and Before/After values.",AC-0226,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 114
MVP1-M04-114,Physical Inspection Execution,Handle Verification Errors,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Retry. -> Handle synchronization failures, invalid observations and evidence failures without losing entered data.",AC-0227,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 115
MVP1-M04-115,Physical Inspection Execution,Load Inspection Report,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Open Report Step. -> Retrieve the report definition selected during Visit Preparation from the Dynamic Form Builder and render the latest locked version included in the inspection package.,AC-0228,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 116
MVP1-M04-116,Physical Inspection Execution,Load Report Metadata,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Review report details. -> Display Report Name, Version, Description, Inspection Type and Last Updated Date.",AC-0229,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 117
MVP1-M04-117,Physical Inspection Execution,Render Report Sections,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Navigate between sections. -> Render report sections exactly as configured in the Form Builder.,AC-0230,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 118
MVP1-M04-118,Physical Inspection Execution,Render Dynamic Fields,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Fill field values. -> Render all configured field types including text, number, date, lookup, checkbox, radio button, attachment, image, signature and custom controls.",AC-0231,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 119
MVP1-M04-119,Physical Inspection Execution,Apply Field Visibility Rules,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Complete report. -> Evaluate conditional visibility rules configured in the Form Builder.,AC-0232,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 120
MVP1-M04-120,Physical Inspection Execution,Apply Mandatory Rules,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Complete mandatory fields. -> Validate mandatory fields according to Form Builder configuration.,AC-0233,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 121
MVP1-M04-121,Physical Inspection Execution,Apply Conditional Validation,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Enter values. -> Execute conditional validations, value ranges, dependencies and custom validation rules configured in the Form Builder.",AC-0234,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 122
MVP1-M04-122,Physical Inspection Execution,Capture Report Responses,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Enter values. -> Store responses continuously as part of the active inspection session.,AC-0235,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 123
MVP1-M04-123,Physical Inspection Execution,Attach Evidence to Report Fields,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),"Upload Photo, Video, Document or Comment. -> Link uploaded evidence to the corresponding report field.",AC-0236,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 124
MVP1-M04-124,Physical Inspection Execution,Annotate Report Evidence,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),Annotate image. -> Store annotated version while preserving the original file.,AC-0237,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 125
MVP1-M04-125,Physical Inspection Execution,Save Draft Report,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Save Draft. -> Save current responses, uploaded evidence and completed sections.",AC-0238,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 126
MVP1-M04-126,Physical Inspection Execution,Auto Save Report,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Continue working. -> Automatically save report after configurable intervals and significant changes.,AC-0239,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 127
MVP1-M04-127,Physical Inspection Execution,Calculate Report Completion,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Complete report. -> Calculate completed vs pending report fields and update overall wizard progress.,AC-0240,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 128
MVP1-M04-128,Physical Inspection Execution,Review Report Summary,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Review summary. -> Display completed sections, pending fields and attached evidence summary.",AC-0241,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 129
MVP1-M04-129,Physical Inspection Execution,Lock Report After Submission,MVP1 Mandatory,P09,"SB16 Inspection Submission, Locking, Version Creation and Handoff",SB16,iPad / Inspector Workspace,SCR-IPAD-660,Ready for Validation->Validated->Submitted->Locked,STM-INS-002;STM-SYNC-001;STM-SYNC-002,View Report. -> Render report in read-only mode after submission.,AC-0242,EV-006;EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 130
MVP1-M04-130,Physical Inspection Execution,Generate Report Audit Events,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Record report opened, section completed, field updated, evidence uploaded, draft saved, resumed and completed events.",AC-0243,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 131
MVP1-M04-131,Physical Inspection Execution,Handle Report Errors,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Retry. -> Handle rendering failures, validation failures, save failures and evidence upload failures while preserving entered information.",AC-0244,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 132
MVP1-M04-132,Physical Inspection Execution,Load Inspection Checklist,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Open Checklist Step. -> Load all configured inspection items from Compliance Configuration according to the selected Report Type.,AC-0245,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 133
MVP1-M04-133,Physical Inspection Execution,Load Inspection Categories,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Expand / Collapse Categories. -> Display checklist grouped by configured categories and subcategories.,AC-0246,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 134
MVP1-M04-134,Physical Inspection Execution,Load Required Inspection Items,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Answer Item. -> Mark configured mandatory items.,AC-0247,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 135
MVP1-M04-135,Physical Inspection Execution,Load Optional Inspection Items,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Answer or Skip. -> Display optional items.,AC-0248,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 136
MVP1-M04-136,Physical Inspection Execution,Load Previous Inspection Answers,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Review previous answer. -> Load latest approved answer from previous inspections for comparison.,AC-0249,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 137
MVP1-M04-137,Physical Inspection Execution,Load Previous Evidence,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),Review evidence. -> Load previous inspection photos and attachments.,AC-0250,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 138
MVP1-M04-138,Physical Inspection Execution,Display Inspection Item Details,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Review item. -> Display Item Name, Description, Regulation Reference, Evidence Requirements, Guidance Notes and Response Type.",AC-0251,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 139
MVP1-M04-139,Physical Inspection Execution,Capture Inspection Response,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Select response. -> Save selected response for the inspection item.,AC-0252,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 140
MVP1-M04-140,Physical Inspection Execution,Apply Response Validation,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Complete response. -> Validate response according to configured response type and business rules.,AC-0253,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 141
MVP1-M04-141,Physical Inspection Execution,Evaluate Compliance Result,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Evaluate whether response is Compliant or Non-Compliant based on configured rules.,AC-0254,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 142
MVP1-M04-142,Physical Inspection Execution,Generate Violation,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),None -> Retrieve linked violation from Compliance Configuration.,AC-0255,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 143
MVP1-M04-143,Physical Inspection Execution,Display Penalty,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),Review penalty. -> Display configured penalty linked to the generated violation.,AC-0256,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 144
MVP1-M04-144,Physical Inspection Execution,Display Corrective Action,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Review corrective action. -> Display configured corrective action associated with the generated violation.,AC-0257,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 145
MVP1-M04-145,Physical Inspection Execution,Capture Inspector Comments,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Enter comments. -> Save inspector comments linked to the inspection item.,AC-0258,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 146
MVP1-M04-146,Physical Inspection Execution,Attach Evidence to Inspection Item,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),"Upload Photo, Video, Document or Comment. -> Link uploaded evidence to the inspection item.",AC-0259,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 147
MVP1-M04-147,Physical Inspection Execution,Annotate Inspection Evidence,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),Annotate image. -> Save annotation while preserving original media.,AC-0260,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 148
MVP1-M04-148,Physical Inspection Execution,Track Checklist Progress,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,View progress. -> Calculate completed items versus remaining items.,AC-0261,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 149
MVP1-M04-149,Physical Inspection Execution,Review Checklist Summary,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Review summary. -> Display total answered items, pending items, compliant items, non-compliant items, violations and evidence count.",AC-0262,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 150
MVP1-M04-150,Physical Inspection Execution,Save Checklist Draft,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Save Draft. -> Save responses, comments and evidence.",AC-0263,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 151
MVP1-M04-151,Physical Inspection Execution,Lock Checklist After Submission,MVP1 Mandatory,P09,"SB16 Inspection Submission, Locking, Version Creation and Handoff",SB16,iPad / Inspector Workspace,SCR-IPAD-660,Ready for Validation->Validated->Submitted->Locked,STM-INS-002;STM-SYNC-001;STM-SYNC-002,View checklist. -> Render checklist in read-only mode after submission.,AC-0264,EV-006;EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 152
MVP1-M04-152,Physical Inspection Execution,Generate Checklist Audit Events,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Record item opened, answer changed, violation generated, evidence uploaded, comments added, draft saved and completed events.",AC-0265,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 153
