acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0201,MVP1-M04-088,Physical Inspection Execution,Inspector,Draft Service,Click Save Draft.,Draft restored exactly as saved.,"Save current wizard state, values, evidence, generated forms and navigation position.",Draft remains editable by the assigned inspector only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-088 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-088 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0202,MVP1-M04-089,Physical Inspection Execution,Inspector,Draft Service,Resume Draft.,Draft resumes successfully.,Open the wizard on the last active step with all saved data restored.,Resume shall not restart the wizard from Step 1.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-089 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-089 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0203,MVP1-M04-090,Physical Inspection Execution,Inspector,Validation Engine,View validation summary.,Inspector can quickly identify missing information.,Display grouped validation messages by wizard step.,Validation summary shall identify the affected step.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-090 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-090 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0204,MVP1-M04-091,Physical Inspection Execution,Inspector,Navigation Engine,Click validation message.,Inspector reaches the correct field immediately.,Navigate directly to the corresponding wizard step and highlight the missing field.,Jump-to-Missing is available only for unresolved validations.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-091 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-091 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0205,MVP1-M04-092,Physical Inspection Execution,Inspector,Workflow Engine,View inspection.,Inspector cannot edit after submission.,Disable wizard navigation and editing after successful submission.,Submitted inspections become permanently read-only.,STM-INS-002;STM-SYNC-001;STM-SYNC-002 | states: Ready for Validation->Validated->Submitted->Locked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-007;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-092 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-092 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0206,MVP1-M04-093,Physical Inspection Execution,"Inspector, Reviewer",Audit Service,None,Complete wizard audit history is available.,"Log step changes, draft saves, resumes, validation failures, navigation events and completion events.",Every wizard interaction shall be auditable.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-093 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-093 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0207,MVP1-M04-094,Physical Inspection Execution,Inspector,"Validation Engine, Draft Service",Retry navigation.,Wizard remains recoverable after unexpected failures.,"Handle navigation failures, validation failures, draft failures and restore failures without data loss.",Navigation failures shall never corrupt the inspection session.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-094 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-094 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0208,MVP1-M04-095,Physical Inspection Execution,Inspector,Senaei Integration,Open Factory Information.,Factory information loads successfully.,Load latest approved factory profile from Senaei.,Only synchronized Senaei data shall be displayed.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-095 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-095 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0209,MVP1-M04-096,Physical Inspection Execution,Inspector,Senaei,Review information.,License information displayed correctly.,"Load License Number, Status, Stage, Issue Date, Expiry Date, License Activity and License Holder.",License information is read-only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-096 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-096 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0210,MVP1-M04-097,Physical Inspection Execution,Inspector,Senaei,Review information.,Factory profile displayed correctly.,"Display Factory Name, CR Number, Factory Status, Activity, Region, City and Address.",Data originates from Senaei only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-097 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-097 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0211,MVP1-M04-098,Physical Inspection Execution,Inspector,Senaei,Review products.,Products displayed successfully.,Load all registered products with HS Codes and production details.,Products are loaded from the license package.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-098 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-098 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0212,MVP1-M04-099,Physical Inspection Execution,Inspector,Senaei,Review raw materials.,Raw materials displayed correctly.,Load all synchronized raw materials.,Read-only until observation is recorded.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-099 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-099 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0213,MVP1-M04-100,Physical Inspection Execution,Inspector,Senaei,Review employee numbers.,Employee information displayed correctly.,Load employee statistics from Senaei.,Source values remain unchanged during inspection.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-100 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-100 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0214,MVP1-M04-101,Physical Inspection Execution,Inspector,Senaei,Review investment.,Investment information displayed correctly.,"Display investment size, production capacity and configured industrial indicators.",Read-only source information.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-101 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-101 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0215,MVP1-M04-102,Physical Inspection Execution,Inspector,UI Engine,Review value.,Source values clearly identified.,Display every attribute as Source Value (Senaei).,Source values cannot be edited directly.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-102 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-102 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0216,MVP1-M04-103,Physical Inspection Execution,Inspector,Observation Engine,Enter observed value.,Observation saved successfully.,Save inspector observation separately from Senaei data.,Observation never overwrites source value.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-103 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-103 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0217,MVP1-M04-104,Physical Inspection Execution,Inspector,Observation Engine,Click Verified.,Verified status recorded.,Mark field verification status as Verified.,Verified fields require no observed value.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-104 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-104 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0218,MVP1-M04-105,Physical Inspection Execution,Inspector,Observation Engine,Enter new value.,Updated status recorded correctly.,Mark verification status as Updated.,Updated fields require observed value.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-105 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-105 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0219,MVP1-M04-106,Physical Inspection Execution,"Inspector, Reviewer",Observation Engine,Review values.,Before/After comparison available.,Display Source Value vs Observed Value side by side.,Every updated field shall display both values.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-106 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-106 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0220,MVP1-M04-107,Physical Inspection Execution,Inspector,UI Engine,Review highlights.,Modified fields easily identifiable.,Highlight every updated field.,Highlights remain visible until submission.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-107 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-107 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0221,MVP1-M04-108,Physical Inspection Execution,Inspector,Evidence Service,"Upload Photo, Video, Document or Comment.",Evidence linked successfully.,Associate evidence with the specific updated field.,Evidence can be attached to any verified field.,(P08 evidence chain; ENG-07/ENG-08 governed) | states: Observation->Evidence Linked->Finding->Violation/Action,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-007;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-108 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-108 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0222,MVP1-M04-109,Physical Inspection Execution,Inspector,Media Service,Draw annotations.,Annotated evidence stored successfully.,Save annotated image together with the original file.,Original evidence shall never be overwritten.,(P08 evidence chain; ENG-07/ENG-08 governed) | states: Observation->Evidence Linked->Finding->Violation/Action,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-007;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-109 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-109 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0223,MVP1-M04-110,Physical Inspection Execution,Inspector,Observation Engine,Review change counter.,Counter always accurate.,Count all updated factory fields.,Counter updates immediately.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-110 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-110 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0224,MVP1-M04-111,Physical Inspection Execution,"Inspector, Reviewer",Review Engine,Review changes.,Review summary complete.,"Display every updated field with Source Value, Observed Value and attached evidence.",Review is read-only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-111 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-111 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0225,MVP1-M04-112,Physical Inspection Execution,Inspector,Senaei,None,Master data integrity maintained.,Prevent any direct update to Senaei during inspection.,Source data remains unchanged until future synchronization workflow.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-112 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-112 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
