route,route_type,phase_scope,owner_package,requirement_ids,design_authority,acceptance_ids,dependencies,page_or_handler_file,layout_file,loading_file,error_file,not_found_file,navigation_entry,breadcrumb,persona_permission_guard,server_actions_services,supabase_tables_views,supabase_rpcs,workflow_audit_versioning,required_states_observed,mock_hardcoded_degraded_review,tests,evidence_status
/factories/cr/:id,PAGE,PHASE1_WEB_ADMIN,M4,CR-410..CR-429,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,WA-M4-AC-001..006,@/components/ContextualAiPanel;@/components/EmptyState;@/components/Shell;@/lib/factory360/compliance;@/lib/factory360/dossier;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/factories/cr/[id]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/factories/cr/[id]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/ContextualAiPanel;@/components/EmptyState;@/components/Shell;@/lib/factory360/compliance;@/lib/factory360/dossier;@/lib/i18n;@/lib/supabase-server,,,VERSION;IMMUTABLE,loading;empty;error;degraded;conflict;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/field,PAGE,PHASE2_IPAD_DEFERRED,PHASE2,CR-099..CR-336,PHASE2_DEFERRED_NO_DESIGN_AUTHORITY,PHASE2_DEFERRED_NO_PHASE1_ACCEPTANCE,@/components/ContextualAiPanel;@/components/EmptyState;@/components/FieldTabs;@/components/Shell;@/components/charts/BarChart;@/components/charts/DonutChart;@/components/charts/LineChart;@/components/field/FieldHome;@/components/field/FieldSyncChips;@/components/field/PreInspectionPackSheet;@/lib/dashboard-kpi;@/lib/dashboard-kpi/loader;@/lib/i18n;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/field/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/field/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector;ops;planner,@/components/ContextualAiPanel;@/components/EmptyState;@/components/FieldTabs;@/components/Shell;@/components/charts/BarChart;@/components/charts/DonutChart;@/components/charts/LineChart;@/components/field/FieldHome;@/components/field/FieldSyncChips;@/components/field/PreInspectionPackSheet;@/lib/dashboard-kpi;@/lib/dashboard-kpi/loader;@/lib/i18n;@/lib/supabase-server;@/lib/verified-user,assignments;checklist_responses;inspections;notifications;package_versions,request_visit_reschedule,VERSION,loading;empty;error;conflict,REVIEW_REQUIRED,apps/web/e2e/cd-020-planning-home.spec.ts;apps/web/e2e/execution-workspace-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/field-dashboard-presentation.spec.ts;apps/web/e2e/cd-041-virtual-verified-gate.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/execution-journey-ui-contract.spec.ts;apps/web/e2e/performance-pass4-contract.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/ocr-journey-contract.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/execution-preexecution-ui-contract.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/golden-journey.spec.ts;apps/web/e2e/field-dashboard-smoke.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/execution-crossmodule-contract.spec.ts;apps/web/e2e/mapbox-provider.spec.ts;apps/web/e2e/offline-drill.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts;apps/web/e2e/personas.ts;apps/web/e2e/m04-device-eta-override.spec.ts;apps/web/e2e/cd-023-immediate-authority-bar.spec.ts;apps/web/e2e/ipad-gps-policy.spec.ts;apps/web/e2e/execution-submission-contract.spec.ts;apps/web/e2e/inspector-shell-uplift.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/field/:visitId,PAGE,PHASE2_IPAD_DEFERRED,PHASE2,CR-099..CR-336,PHASE2_DEFERRED_NO_DESIGN_AUTHORITY,PHASE2_DEFERRED_NO_PHASE1_ACCEPTANCE,@/components/ContextualAiPanel;@/components/CreatedToast;@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dates;@/lib/execution;@/lib/field-device;@/lib/i18n;@/lib/offline;@/lib/supabase;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/field/[visitId]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/field/[visitId]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector;leadership;ops;planner,@/components/ContextualAiPanel;@/components/CreatedToast;@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dates;@/lib/execution;@/lib/field-device;@/lib/i18n;@/lib/offline;@/lib/supabase;@/lib/supabase-server;@/lib/verified-user,assignments;cancellation_requests;configuration_templates;engine_settings;evidence;geo_events;geo_override_requests;inspections;journey_sessions;package_versions;visit_location_corrections;visit_package_snapshots;visit_preparations;visits,expire_stale_geo_override_requests;request_visit_cancellation;request_visit_return;set_operational_state,WORKFLOW;AUDIT;VERSION;IMMUTABLE,loading;empty;error;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/cd-020-planning-home.spec.ts;apps/web/e2e/execution-workspace-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/field-dashboard-presentation.spec.ts;apps/web/e2e/cd-041-virtual-verified-gate.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/execution-journey-ui-contract.spec.ts;apps/web/e2e/performance-pass4-contract.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/ocr-journey-contract.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/execution-preexecution-ui-contract.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/golden-journey.spec.ts;apps/web/e2e/field-dashboard-smoke.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/execution-crossmodule-contract.spec.ts;apps/web/e2e/mapbox-provider.spec.ts;apps/web/e2e/offline-drill.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts;apps/web/e2e/personas.ts;apps/web/e2e/m04-device-eta-override.spec.ts;apps/web/e2e/cd-023-immediate-authority-bar.spec.ts;apps/web/e2e/ipad-gps-policy.spec.ts;apps/web/e2e/execution-submission-contract.spec.ts;apps/web/e2e/inspector-shell-uplift.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/field/factory-360,PAGE,PHASE2_IPAD_DEFERRED,PHASE2,CR-099..CR-336,PHASE2_DEFERRED_NO_DESIGN_AUTHORITY,PHASE2_DEFERRED_NO_PHASE1_ACCEPTANCE,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/field/factory-360/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/field/factory-360/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,commercial_registrations;industrial_licenses,,,loading;empty;not-found,NO_STATIC_MARKER,apps/web/e2e/factory360-ipad-field.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/field/factory-360/:id,PAGE,PHASE2_IPAD_DEFERRED,PHASE2,CR-099..CR-336,PHASE2_DEFERRED_NO_DESIGN_AUTHORITY,PHASE2_DEFERRED_NO_PHASE1_ACCEPTANCE,@/components/ContextualAiPanel;@/components/EmptyState;@/components/FieldTabs;@/components/RouteLoading;@/components/Shell;@/lib/factory360/dossier;@/lib/factory360/offline-snapshot;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/field/factory-360/[id]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/field/factory-360/[id]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/ContextualAiPanel;@/components/EmptyState;@/components/FieldTabs;@/components/RouteLoading;@/components/Shell;@/lib/factory360/dossier;@/lib/factory360/offline-snapshot;@/lib/i18n;@/lib/supabase-server,,,VERSION;IMMUTABLE,loading;empty;error;degraded;conflict;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/factory360-ipad-field.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/field/inspection/:id,PAGE,PHASE2_IPAD_DEFERRED,PHASE2,CR-099..CR-336,PHASE2_DEFERRED_NO_DESIGN_AUTHORITY,PHASE2_DEFERRED_NO_PHASE1_ACCEPTANCE,@/components/ContextualAiPanel;@/components/ImageAnnotator;@/components/Modal;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/offline;@/lib/supabase;@/lib/supabase-server,apps/web/src/app/(app)/field/inspection/[id]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/field/inspection/[id]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector;ops;reviewer,@/components/ContextualAiPanel;@/components/ImageAnnotator;@/components/Modal;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/offline;@/lib/supabase;@/lib/supabase-server,action_forms;cancellation_requests;checklist_responses;configuration_templates;engine_settings;evidence;factories;factory_documents;factory_materials;factory_products;inspection_factory_checks;inspection_item_states;inspection_items;inspections;package_version_dependency_snapshots;package_version_item_snapshots;violation_codes;violations,,AUDIT;VERSION;IMMUTABLE,loading;empty;error;conflict;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/execution-workspace-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/execution-journey-ui-contract.spec.ts;apps/web/e2e/performance-pass4-contract.spec.ts;apps/web/e2e/ocr-journey-contract.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/golden-journey.spec.ts;apps/web/e2e/offline-drill.spec.ts;apps/web/e2e/cd-023-immediate-authority-bar.spec.ts;apps/web/e2e/execution-submission-contract.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/incident-reports,PAGE,PHASE1_WEB_ADMIN,M7,CR-001..CR-478,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,WA-M7-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/incident-reports/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/incident-reports/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,incident_reports,,,loading;empty;error,REVIEW_REQUIRED,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/launch,PAGE,PHASE1_WEB_ADMIN,M11,CR-337..CR-356,SAQEEL Login.dc.html;SAQEEL Auth States.dc.html;SAQEEL Portal.dc.html;SAQEEL Profile.dc.html;SAQEEL Virtual.dc.html;SAQEEL Feedback.dc.html,WA-M11-AC-001..006,@/components/AccessState;@/lib/i18n;@/lib/persona;@/lib/role-home;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/launch/page.tsx,apps/web/src/app/layout.tsx,apps/web/src/app/launch/loading.tsx,apps/web/src/app/launch/error.tsx,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,ROUTE_LOCAL_OR_PUBLIC,@/components/AccessState;@/lib/i18n;@/lib/persona;@/lib/role-home;@/lib/supabase-server;@/lib/verified-user,,,,loading;error,REVIEW_REQUIRED,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/negative-auth.spec.ts;apps/web/e2e/auth.setup.ts;apps/web/e2e/cd-003-launch.spec.ts;apps/web/e2e/saqeel-login-revamp.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/launch/no-workspace,PAGE,PHASE1_WEB_ADMIN,M11,CR-337..CR-356,SAQEEL Login.dc.html;SAQEEL Auth States.dc.html;SAQEEL Portal.dc.html;SAQEEL Profile.dc.html;SAQEEL Virtual.dc.html;SAQEEL Feedback.dc.html,WA-M11-AC-001..006,@/components/AccessState;@/lib/i18n;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/launch/no-workspace/page.tsx,apps/web/src/app/layout.tsx,,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,ROUTE_LOCAL_OR_PUBLIC,@/components/AccessState;@/lib/i18n;@/lib/supabase-server;@/lib/verified-user,,,,,NO_STATIC_MARKER,apps/web/e2e/cd-003-launch.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/login,PAGE,PHASE1_WEB_ADMIN,M11,CR-337..CR-356,SAQEEL Login.dc.html;SAQEEL Auth States.dc.html;SAQEEL Portal.dc.html;SAQEEL Profile.dc.html;SAQEEL Virtual.dc.html;SAQEEL Feedback.dc.html,WA-M11-AC-001..006,@/components/ThemeToggle;@/lib/audit;@/lib/ksa-regions;@/lib/role-home;@/lib/supabase,apps/web/src/app/login/page.tsx,apps/web/src/app/layout.tsx,,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector,@/components/ThemeToggle;@/lib/audit;@/lib/ksa-regions;@/lib/role-home;@/lib/supabase,user_roles,,WORKFLOW;AUDIT,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/dashboard-business.spec.ts;apps/web/e2e/cd-001-v7-visual-evidence.spec.ts;apps/web/e2e/saqeel-login-revamp-visual.spec.ts;apps/web/e2e/negative-auth.spec.ts;apps/web/e2e/dashboard-kpi-seed.spec.ts;apps/web/e2e/auth.setup.ts;apps/web/e2e/mvp2-push-webpush.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/cd-002-reset.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/golden-journey.spec.ts;apps/web/e2e/ui-compliance-contract.spec.ts;apps/web/e2e/cd-003-launch.spec.ts;apps/web/e2e/cd-010-011-violations.spec.ts;apps/web/e2e/login-helper.ts;apps/web/e2e/mapbox-provider.spec.ts;apps/web/e2e/design-foundation-contract.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/cd-001-v7-atlas.spec.ts;apps/web/e2e/saqeel-login-revamp.spec.ts;apps/web/e2e/inspector-shell-uplift.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/operations,PAGE,PHASE1_WEB_ADMIN,M3,CR-430..CR-448,SAQEEL Operations Center.dc.html;SAQEEL Operations Live.dc.html,WA-M3-AC-001..006,@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dates;@/lib/execution;@/lib/i18n;@/lib/ksa-regions;@/lib/supabase-pagination;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/operations/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/operations/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector;ops;reviewer,@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dates;@/lib/execution;@/lib/i18n;@/lib/ksa-regions;@/lib/supabase-pagination;@/lib/supabase-server;@/lib/verified-user,action_forms;cancellation_requests;engine_settings;evidence;factories;geo_events;geo_override_requests;inspections;notifications;visits,decide_geo_override;expire_stale_geo_override_requests,WORKFLOW;AUDIT;IMMUTABLE,loading;empty;error;stale,REVIEW_REQUIRED,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/dashboard-business.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/mvp2-mapbox-live.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/execution-journey-ui-contract.spec.ts;apps/web/e2e/dashboard-kpi-seed.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/execution-crossmodule-contract.spec.ts;apps/web/e2e/mvp2-m2-09-exceptions.spec.ts;apps/web/e2e/mapbox-provider.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/m04-device-eta-override.spec.ts;apps/web/e2e/ipad-gps-policy.spec.ts;apps/web/e2e/execution-submission-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/operations/exceptions,PAGE,PHASE1_WEB_ADMIN,M3,CR-430..CR-448,SAQEEL Operations Center.dc.html;SAQEEL Operations Live.dc.html,WA-M3-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/operations/exceptions;@/lib/providers/env-gate;@/lib/supabase-server,apps/web/src/app/(app)/operations/exceptions/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/operations/exceptions/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/operations/exceptions;@/lib/providers/env-gate;@/lib/supabase-server,cases;risk_exceptions,,,loading;empty,NO_STATIC_MARKER,apps/web/e2e/mvp2-m2-09-exceptions.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/operations/live,PAGE,PHASE1_WEB_ADMIN,M3,CR-430..CR-448,SAQEEL Operations Center.dc.html;SAQEEL Operations Live.dc.html,WA-M3-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/ksa-regions;@/lib/map-palette;@/lib/supabase-pagination;@/lib/supabase-server,apps/web/src/app/(app)/operations/live/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/operations/live/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector;ops,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/ksa-regions;@/lib/map-palette;@/lib/supabase-pagination;@/lib/supabase-server,factories;visits,,,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/mvp2-mapbox-live.spec.ts;apps/web/e2e/dashboard-kpi-seed.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/mapbox-provider.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/planning/access;@/lib/planning/lifecycle;@/lib/planning/visit-list;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/planning/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/planning/access;@/lib/planning/lifecycle;@/lib/planning/visit-list;@/lib/supabase-server;@/lib/verified-user,assignments;factories;package_versions;planning_lookups;profiles;visit_plans;visits,expire_lapsed_visits;has_planning_capability,AUDIT;VERSION,loading;empty;error;unauthorized;not-found,REVIEW_REQUIRED,apps/web/e2e/cd-020-planning-home.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/cd-044-admin-planning.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/execution-preexecution-ui-contract.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/pln-browser-certification.spec.ts;apps/web/e2e/shell-visual-evidence.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/golden-journey.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-026-visit-management.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/personas.ts;apps/web/e2e/cd-023-immediate-authority-bar.spec.ts;apps/web/e2e/cd-027-visit-detail.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning/bulk,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/ContextualAiPanel;@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/components/WidgetBoundary;@/lib/dates;@/lib/execution;@/lib/i18n;@/lib/planning/access;@/lib/plausible-date;@/lib/supabase-pagination;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/planning/bulk/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/bulk/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector;ops;planner;reviewer,@/components/ContextualAiPanel;@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/components/WidgetBoundary;@/lib/dates;@/lib/execution;@/lib/i18n;@/lib/planning/access;@/lib/plausible-date;@/lib/supabase-pagination;@/lib/supabase-server;@/lib/verified-user,assignments;factories;inspections;package_versions;planning_lookups;profiles;user_roles;violations;visit_packages;visit_plans;visits,publish_bulk_plan,AUDIT;VERSION;IMMUTABLE,loading;empty;error;unauthorized;conflict;stale,REVIEW_REQUIRED,apps/web/e2e/cd-020-planning-home.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/execution-preexecution-ui-contract.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/pln-browser-certification.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning/bulk/review,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/planning/access;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/planning/bulk/review/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/bulk/review/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,inspector;planner;reviewer,@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/planning/access;@/lib/supabase-server;@/lib/verified-user,,,AUDIT;VERSION;IMMUTABLE,loading;empty;error;conflict;stale,REVIEW_REQUIRED,apps/web/e2e/execution-preexecution-ui-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning/immediate,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/EmptyState;@/components/GeoMap;@/components/PackageTypeSelector;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/planning/access;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/planning/immediate/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/immediate/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,compliance_admin;inspector;ops;planner;reviewer,@/components/EmptyState;@/components/GeoMap;@/components/PackageTypeSelector;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/planning/access;@/lib/supabase-server;@/lib/verified-user,enforcement_recommendations;factories;factory_representatives;package_versions;planning_lookups;profiles;user_roles;visit_location_events;visits,create_immediate_visit;has_planning_capability,AUDIT;VERSION,loading;empty;error;unauthorized;conflict;not-found,REVIEW_REQUIRED,apps/web/e2e/cd-020-planning-home.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-023-immediate-authority-bar.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning/plans,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/planning/plans/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/plans/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,leadership;ops;planner;reviewer,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/supabase-server,visit_plans,,AUDIT,loading;empty;error,NO_STATIC_MARKER,apps/web/e2e/cd-020-planning-home.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/planning/plans/:id,PAGE,PHASE1_WEB_ADMIN,M2,CR-001..CR-098,SAQEEL Planning.dc.html;SAQEEL Planning Identity.dc.html;SAQEEL Visits.dc.html,WA-M2-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/planning/plans/[id]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/planning/plans/[id]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,leadership;ops;planner;reviewer,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/dates;@/lib/i18n;@/lib/supabase-server,visit_plans;visits,,AUDIT,loading;empty;error;not-found,NO_STATIC_MARKER,apps/web/e2e/cd-020-planning-home.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
