capture_id,screen_id,screen_name,channel,process_id,route,catalogue_route,route_status,persona,authorization,permission_rule,state,locale,direction,theme,viewport_profile,viewport,data_precondition,safe_capture_rule,existing_evidence_reuse,blocker,wave
P2C-02064,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,read_only,AR,RTL,dark,F,1024x768,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02065,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,EN,LTR,light,A,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02066,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,EN,LTR,dark,B,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02067,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,AR,RTL,light,C,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02068,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,AR,RTL,dark,D,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02069,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,EN,LTR,light,E,1024x768,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02070,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,stale,AR,RTL,dark,F,1024x768,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02071,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,EN,LTR,light,A,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02072,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,EN,LTR,dark,B,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02073,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,AR,RTL,light,C,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02074,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,AR,RTL,dark,D,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02075,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,EN,LTR,light,E,1024x768,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02076,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,degraded,AR,RTL,dark,F,1024x768,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02077,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,EN,LTR,light,A,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02078,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,EN,LTR,dark,B,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02079,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,AR,RTL,light,C,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02080,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,AR,RTL,dark,D,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02081,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,EN,LTR,light,E,1024x768,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02082,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,pending,AR,RTL,dark,F,1024x768,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02083,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,EN,LTR,light,A,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02084,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,EN,LTR,dark,B,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02085,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,AR,RTL,light,C,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02086,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,AR,RTL,dark,D,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02087,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,EN,LTR,light,E,1024x768,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02088,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,failed,AR,RTL,dark,F,1024x768,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02089,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,EN,LTR,light,A,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02090,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,EN,LTR,dark,B,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02091,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,AR,RTL,light,C,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02092,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,AR,RTL,dark,D,1440x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02093,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,EN,LTR,light,E,1024x768,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02094,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,recovery,AR,RTL,dark,F,1024x768,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02095,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,EN,LTR,light,A,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02096,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,EN,LTR,dark,B,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02097,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,AR,RTL,light,C,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02098,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,AR,RTL,dark,D,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02099,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,EN,LTR,light,E,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02100,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Planner,positive,Restricted role,missing_minimum_identity_location,AR,RTL,dark,F,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02101,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,EN,LTR,light,A,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02102,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,EN,LTR,dark,B,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02103,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,AR,RTL,light,C,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02104,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,AR,RTL,dark,D,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02105,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,EN,LTR,light,E,1024x768,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02106,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,populated,AR,RTL,dark,F,1024x768,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02107,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,EN,LTR,light,A,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02108,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,EN,LTR,dark,B,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02109,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,AR,RTL,light,C,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02110,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,AR,RTL,dark,D,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02111,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,EN,LTR,light,E,1024x768,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02112,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,loading,AR,RTL,dark,F,1024x768,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02113,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,EN,LTR,light,A,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02114,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,EN,LTR,dark,B,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02115,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,AR,RTL,light,C,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02116,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,AR,RTL,dark,D,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02117,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,EN,LTR,light,E,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02118,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,empty,AR,RTL,dark,F,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02119,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,validation,EN,LTR,light,A,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02120,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,validation,EN,LTR,dark,B,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02121,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,validation,AR,RTL,light,C,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
P2C-02122,SCR-WEB-130,Immediate Visit Planning,Web Portal,G2-P01,/planning/immediate,/planning/immediate,implemented,Authorized Inspector,positive,Restricted role,validation,AR,RTL,dark,D,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: CD023 live-remediation EN/AR x dark/light x desktop/narrow,none,W1_REUSE_RICH
