requirement_id,module,capability,classification,mvp1_rule,deferred_subcapability,implementation_guard,source
MVP1-M04-114,Physical Inspection Execution,Handle Verification Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective action if available.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 115
MVP1-M04-115,Physical Inspection Execution,Load Inspection Report,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 116
MVP1-M04-116,Physical Inspection Execution,Load Report Metadata,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 117
MVP1-M04-117,Physical Inspection Execution,Render Report Sections,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 118
MVP1-M04-118,Physical Inspection Execution,Render Dynamic Fields,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 119
MVP1-M04-119,Physical Inspection Execution,Apply Field Visibility Rules,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 120
MVP1-M04-120,Physical Inspection Execution,Apply Mandatory Rules,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 121
MVP1-M04-121,Physical Inspection Execution,Apply Conditional Validation,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 122
MVP1-M04-122,Physical Inspection Execution,Capture Report Responses,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 123
MVP1-M04-123,Physical Inspection Execution,Attach Evidence to Report Fields,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 124
MVP1-M04-124,Physical Inspection Execution,Annotate Report Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 125
MVP1-M04-125,Physical Inspection Execution,Save Draft Report,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 126
MVP1-M04-126,Physical Inspection Execution,Auto Save Report,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 127
MVP1-M04-127,Physical Inspection Execution,Calculate Report Completion,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 128
MVP1-M04-128,Physical Inspection Execution,Review Report Summary,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 129
MVP1-M04-129,Physical Inspection Execution,Lock Report After Submission,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 130
MVP1-M04-130,Physical Inspection Execution,Generate Report Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 131
MVP1-M04-131,Physical Inspection Execution,Handle Report Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective action where applicable.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 132
MVP1-M04-132,Physical Inspection Execution,Load Inspection Checklist,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 133
MVP1-M04-133,Physical Inspection Execution,Load Inspection Categories,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 134
MVP1-M04-134,Physical Inspection Execution,Load Required Inspection Items,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 135
MVP1-M04-135,Physical Inspection Execution,Load Optional Inspection Items,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 136
MVP1-M04-136,Physical Inspection Execution,Load Previous Inspection Answers,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Highlight previously non-compliant items.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 137
MVP1-M04-137,Physical Inspection Execution,Load Previous Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 138
MVP1-M04-138,Physical Inspection Execution,Display Inspection Item Details,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Explain requirement (future AI).,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 139
MVP1-M04-139,Physical Inspection Execution,Capture Inspection Response,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 140
MVP1-M04-140,Physical Inspection Execution,Apply Response Validation,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 141
MVP1-M04-141,Physical Inspection Execution,Evaluate Compliance Result,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 142
MVP1-M04-142,Physical Inspection Execution,Generate Violation,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 143
MVP1-M04-143,Physical Inspection Execution,Display Penalty,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 144
MVP1-M04-144,Physical Inspection Execution,Display Corrective Action,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 145
MVP1-M04-145,Physical Inspection Execution,Capture Inspector Comments,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 146
MVP1-M04-146,Physical Inspection Execution,Attach Evidence to Inspection Item,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 147
MVP1-M04-147,Physical Inspection Execution,Annotate Inspection Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 148
MVP1-M04-148,Physical Inspection Execution,Track Checklist Progress,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 149
MVP1-M04-149,Physical Inspection Execution,Review Checklist Summary,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Highlight critical findings.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 150
MVP1-M04-150,Physical Inspection Execution,Save Checklist Draft,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 151
MVP1-M04-151,Physical Inspection Execution,Lock Checklist After Submission,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 152
MVP1-M04-152,Physical Inspection Execution,Generate Checklist Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 153
MVP1-M04-153,Physical Inspection Execution,Handle Checklist Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective action where applicable.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 154
MVP1-M04-154,Physical Inspection Execution,Upload Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 155
MVP1-M04-155,Physical Inspection Execution,Select Evidence Source,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 156
MVP1-M04-156,Physical Inspection Execution,Capture Photo,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 157
MVP1-M04-157,Physical Inspection Execution,Capture Video,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 158
MVP1-M04-158,Physical Inspection Execution,Upload Document,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 159
MVP1-M04-159,Physical Inspection Execution,Add Evidence Comment,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 160
MVP1-M04-160,Physical Inspection Execution,Annotate Image,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 161
MVP1-M04-161,Physical Inspection Execution,Link Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 162
MVP1-M04-162,Physical Inspection Execution,Preview Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 163
MVP1-M04-163,Physical Inspection Execution,Replace Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 164
MVP1-M04-164,Physical Inspection Execution,Delete Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 165
MVP1-M04-165,Physical Inspection Execution,Validate Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 166
MVP1-M04-166,Physical Inspection Execution,Compress Media,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 167
MVP1-M04-167,Physical Inspection Execution,Offline Evidence Storage,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 168
MVP1-M04-168,Physical Inspection Execution,Synchronize Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 169
MVP1-M04-169,Physical Inspection Execution,Generate Evidence Audit,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 170
MVP1-M04-170,Physical Inspection Execution,Handle Evidence Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective actions when appropriate.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 171
MVP1-M04-171,Physical Inspection Execution,Evaluate Action Form Triggers,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 172
MVP1-M04-172,Physical Inspection Execution,Generate Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 173
MVP1-M04-173,Physical Inspection Execution,Assign Action Form Type,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 174
MVP1-M04-174,Physical Inspection Execution,Load Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 175
MVP1-M04-175,Physical Inspection Execution,Render Dynamic Form Fields,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 176
MVP1-M04-176,Physical Inspection Execution,Apply Conditional Visibility,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 177
MVP1-M04-177,Physical Inspection Execution,Validate Mandatory Fields,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 178
MVP1-M04-178,Physical Inspection Execution,Capture Action Form Responses,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 179
MVP1-M04-179,Physical Inspection Execution,Attach Evidence to Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 180
MVP1-M04-180,Physical Inspection Execution,Capture Digital Signature,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 181
MVP1-M04-181,Physical Inspection Execution,Save Draft Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 182
MVP1-M04-182,Physical Inspection Execution,Auto Save Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 183
MVP1-M04-183,Physical Inspection Execution,Complete Action Form,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 184
MVP1-M04-184,Physical Inspection Execution,Update Wizard Progress,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 185
MVP1-M04-185,Physical Inspection Execution,Review Generated Action Forms,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 186
MVP1-M04-186,Physical Inspection Execution,Lock Action Forms After Submission,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 187
MVP1-M04-187,Physical Inspection Execution,Generate Action Form Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 188
MVP1-M04-188,Physical Inspection Execution,Handle Action Form Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective actions where appropriate.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 189
MVP1-M04-189,Physical Inspection Execution,Load Review Workspace,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 190
MVP1-M04-190,Physical Inspection Execution,Review Factory Information,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 191
MVP1-M04-191,Physical Inspection Execution,Review Inspection Report,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 192
MVP1-M04-192,Physical Inspection Execution,Review Inspection Checklist,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 193
MVP1-M04-193,Physical Inspection Execution,Review Violations,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 194
MVP1-M04-194,Physical Inspection Execution,Review Penalties,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 195
MVP1-M04-195,Physical Inspection Execution,Review Action Forms,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 196
MVP1-M04-196,Physical Inspection Execution,Review Evidence,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 197
MVP1-M04-197,Physical Inspection Execution,Review Signatures,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 198
MVP1-M04-198,Physical Inspection Execution,Calculate Change Counter,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 199
MVP1-M04-199,Physical Inspection Execution,Validate Mandatory Information,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 200
MVP1-M04-200,Physical Inspection Execution,Display Validation Summary,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 201
MVP1-M04-201,Physical Inspection Execution,Jump to Missing Section,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 202
MVP1-M04-202,Physical Inspection Execution,Expand / Collapse Review Sections,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 203
MVP1-M04-203,Physical Inspection Execution,Save Review Draft,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 204
MVP1-M04-204,Physical Inspection Execution,Determine Submission Readiness,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 205
MVP1-M04-205,Physical Inspection Execution,Generate Review Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 206
MVP1-M04-206,Physical Inspection Execution,Handle Review Errors,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective action where applicable.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 207
MVP1-M04-207,Physical Inspection Execution,Submit Inspection,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 208
MVP1-M04-208,Physical Inspection Execution,Execute Final Validation,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 209
MVP1-M04-209,Physical Inspection Execution,Generate Inspection Reference Number,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 210
MVP1-M04-210,Physical Inspection Execution,Freeze Inspection Data,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 211
MVP1-M04-211,Physical Inspection Execution,Lock Inspection Package,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 212
MVP1-M04-212,Physical Inspection Execution,Finalize Evidence Repository,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 213
MVP1-M04-213,Physical Inspection Execution,Finalize Action Forms,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 214
MVP1-M04-214,Physical Inspection Execution,Generate Inspection Snapshot,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 215
MVP1-M04-215,Physical Inspection Execution,Generate Inspection PDF,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 216
MVP1-M04-216,Physical Inspection Execution,Update Workflow Status,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 217
MVP1-M04-217,Physical Inspection Execution,Update Operational State,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 218
MVP1-M04-218,Physical Inspection Execution,Assign Reviewer,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Recommend reviewer based on workload (future).,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 219
MVP1-M04-219,Physical Inspection Execution,Notify Reviewer,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 220
MVP1-M04-220,Physical Inspection Execution,Notify Inspector,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 221
MVP1-M04-221,Physical Inspection Execution,Convert Inspection to Read-Only,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 222
MVP1-M04-222,Physical Inspection Execution,Generate Submission Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 223
MVP1-M04-223,Physical Inspection Execution,Handle Submission Failures,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Suggest corrective action when applicable.,Implement as specified.,Inspection Project.xlsx | Inspection excution-Start jou | row 224
MVP1-M05-001,Virtual Inspection Execution,Display Scheduled Visit,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 2
MVP1-M05-002,Virtual Inspection Execution,Start Virtual Session,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 3
MVP1-M05-003,Virtual Inspection Execution,Create Session Timeline,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 4
MVP1-M05-004,Virtual Inspection Execution,Update Operational State,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 5
MVP1-M05-005,Virtual Inspection Execution,Cancel Virtual Visit,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 6
MVP1-M05-006,Virtual Inspection Execution,Capture Cancellation Reason,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 7
MVP1-M05-007,Virtual Inspection Execution,Generate Audit Events,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 8
MVP1-M05-008,Virtual Inspection Execution,Join Session,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 9
MVP1-M05-009,Virtual Inspection Execution,Wait for Factory Representative,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 10
MVP1-M05-010,Virtual Inspection Execution,Capture Participant Join,MVP1 Mandatory,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,None,Implement as specified.,Inspection Project.xlsx | Inspection Excution - Virtual | row 11
