requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-01192,CAP-R0C-0477,SRC-01,Complince !A30:M30,SYSTEM_BEHAVIOR,"Validate sections, items, response mapping, violations, penalties, evidence, templates, action forms.","Pass when the system behavior occurs under the cited trigger and context: Validate sections, items, response mapping, violations, penalties, evidence, templates, action forms."
REQ-R0C-01193,CAP-R0C-0477,SRC-01,Complince !A30:M30,BUSINESS_RULE,Package cannot be published with missing dependencies.,Pass when this rule is enforced and a violating path is prevented or handled: Package cannot be published with missing dependencies.
REQ-R0C-01194,CAP-R0C-0477,SRC-01,Complince !A30:M30,ACCEPTANCE_CRITERION,Admin sees clear validation errors before publish.,Pass when the source-stated acceptance condition is demonstrated: Admin sees clear validation errors before publish.
REQ-R0C-01195,CAP-R0C-0478,SRC-01,Complince !A31:M31,SYSTEM_BEHAVIOR,Lock published package version when selected for visit.,Pass when the system behavior occurs under the cited trigger and context: Lock published package version when selected for visit.
REQ-R0C-01196,CAP-R0C-0478,SRC-01,Complince !A31:M31,BUSINESS_RULE,Later configuration changes do not affect active/previous inspections.,Pass when this rule is enforced and a violating path is prevented or handled: Later configuration changes do not affect active/previous inspections.
REQ-R0C-01197,CAP-R0C-0479,SRC-02,Stratgic View !A2:D2,DATA_REQUIREMENT,Dashboard shall expose KPI 'Compliance rate trend' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Compliance rate trend' using the source-defined calculation and meaning.
REQ-R0C-01198,CAP-R0C-0480,SRC-02,Stratgic View !A3:D3,DATA_REQUIREMENT,Dashboard shall expose KPI 'Risk distribution' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Risk distribution' using the source-defined calculation and meaning.
REQ-R0C-01199,CAP-R0C-0481,SRC-02,Stratgic View !A4:D4,DATA_REQUIREMENT,Dashboard shall expose KPI 'Violation trend' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Violation trend' using the source-defined calculation and meaning.
REQ-R0C-01200,CAP-R0C-0482,SRC-02,Stratgic View !A5:D5,DATA_REQUIREMENT,Dashboard shall expose KPI 'Decision mix (Inspection Approvals)' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Decision mix (Inspection Approvals)' using the source-defined calculation and meaning.
REQ-R0C-01201,CAP-R0C-0483,SRC-02,Stratgic View !A6:D6,DATA_REQUIREMENT,Dashboard shall expose KPI 'License exposure' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'License exposure' using the source-defined calculation and meaning.
REQ-R0C-01202,CAP-R0C-0484,SRC-02,Stratgic View !A7:D7,DATA_REQUIREMENT,Dashboard shall expose KPI 'Cancellation rate' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Cancellation rate' using the source-defined calculation and meaning.
REQ-R0C-01203,CAP-R0C-0485,SRC-02,Stratgic View !A8:D8,DATA_REQUIREMENT,Dashboard shall expose KPI 'Coverage' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Coverage' using the source-defined calculation and meaning.
REQ-R0C-01204,CAP-R0C-0486,SRC-02,Stratgic View !A9:D9,DATA_REQUIREMENT,"Dashboard shall expose KPI 'Uninspected factories, by stage/sector/ region' using the source-defined calculation and meaning.","Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Uninspected factories, by stage/sector/ region' using the source-defined calculation and meaning."
REQ-R0C-01205,CAP-R0C-0487,SRC-02,Stratgic View !A10:D10,DATA_REQUIREMENT,Dashboard shall expose KPI 'Checklist items per authority' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Checklist items per authority' using the source-defined calculation and meaning.
REQ-R0C-01206,CAP-R0C-0488,SRC-02,Stratgic View !A11:D11,DATA_REQUIREMENT,Dashboard shall expose KPI 'Risk-to-attention mismatch' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Risk-to-attention mismatch' using the source-defined calculation and meaning.
REQ-R0C-01207,CAP-R0C-0489,SRC-02,Stratgic View !A12:D12,DATA_REQUIREMENT,Dashboard shall expose KPI 'Repeat violation rate' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Repeat violation rate' using the source-defined calculation and meaning.
REQ-R0C-01208,CAP-R0C-0490,SRC-02,Stratgic View !A18:D18,DATA_REQUIREMENT,Dashboard shall expose KPI 'Field' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Field' using the source-defined calculation and meaning.
REQ-R0C-01209,CAP-R0C-0491,SRC-02,Stratgic View !A19:D19,DATA_REQUIREMENT,Dashboard shall expose KPI 'Capability' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Capability' using the source-defined calculation and meaning.
REQ-R0C-01210,CAP-R0C-0492,SRC-02,Stratgic View !A20:D20,DATA_REQUIREMENT,Dashboard shall expose KPI 'Purpose' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Purpose' using the source-defined calculation and meaning.
REQ-R0C-01211,CAP-R0C-0493,SRC-02,Stratgic View !A21:D21,DATA_REQUIREMENT,Dashboard shall expose KPI 'User Flow' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'User Flow' using the source-defined calculation and meaning.
REQ-R0C-01212,CAP-R0C-0494,SRC-02,Stratgic View !A22:D22,DATA_REQUIREMENT,Dashboard shall expose KPI 'User Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'User Actions' using the source-defined calculation and meaning.
REQ-R0C-01213,CAP-R0C-0495,SRC-02,Stratgic View !A23:D23,DATA_REQUIREMENT,Dashboard shall expose KPI 'System Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'System Actions' using the source-defined calculation and meaning.
REQ-R0C-01214,CAP-R0C-0496,SRC-02,Stratgic View !A24:D24,DATA_REQUIREMENT,Dashboard shall expose KPI 'AI Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'AI Actions' using the source-defined calculation and meaning.
REQ-R0C-01215,CAP-R0C-0497,SRC-02,Stratgic View !A25:D25,DATA_REQUIREMENT,Dashboard shall expose KPI 'Inputs' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Inputs' using the source-defined calculation and meaning.
REQ-R0C-01216,CAP-R0C-0498,SRC-02,Stratgic View !A26:D26,DATA_REQUIREMENT,Dashboard shall expose KPI 'Outputs' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Outputs' using the source-defined calculation and meaning.
REQ-R0C-01217,CAP-R0C-0499,SRC-02,Stratgic View !A27:D27,DATA_REQUIREMENT,Dashboard shall expose KPI 'Business Rules' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Business Rules' using the source-defined calculation and meaning.
REQ-R0C-01218,CAP-R0C-0500,SRC-02,Stratgic View !A28:D28,DATA_REQUIREMENT,Dashboard shall expose KPI 'Personas' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Personas' using the source-defined calculation and meaning.
REQ-R0C-01219,CAP-R0C-0501,SRC-02,Stratgic View !A29:D29,DATA_REQUIREMENT,Dashboard shall expose KPI 'Dependencies' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Dependencies' using the source-defined calculation and meaning.
REQ-R0C-01220,CAP-R0C-0502,SRC-02,Stratgic View !A30:D30,DATA_REQUIREMENT,Dashboard shall expose KPI 'Acceptance Criteria' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Acceptance Criteria' using the source-defined calculation and meaning.
REQ-R0C-01221,CAP-R0C-0503,SRC-02,Ops view!A2:D2,DATA_REQUIREMENT,Dashboard shall expose KPI 'Visit pipeline' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Visit pipeline' using the source-defined calculation and meaning.
REQ-R0C-01222,CAP-R0C-0504,SRC-02,Ops view!A3:D3,DATA_REQUIREMENT,Dashboard shall expose KPI 'Expiring soon' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Expiring soon' using the source-defined calculation and meaning.
REQ-R0C-01223,CAP-R0C-0505,SRC-02,Ops view!A4:D4,DATA_REQUIREMENT,Dashboard shall expose KPI 'Active executions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Active executions' using the source-defined calculation and meaning.
REQ-R0C-01224,CAP-R0C-0506,SRC-02,Ops view!A5:D5,DATA_REQUIREMENT,Dashboard shall expose KPI 'Pending approvals' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Pending approvals' using the source-defined calculation and meaning.
REQ-R0C-01225,CAP-R0C-0507,SRC-02,Ops view!A6:D6,DATA_REQUIREMENT,Dashboard shall expose KPI 'Pending publish' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Pending publish' using the source-defined calculation and meaning.
REQ-R0C-01226,CAP-R0C-0508,SRC-02,Ops view!A7:D7,DATA_REQUIREMENT,Dashboard shall expose KPI 'Today's schedule load' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Today's schedule load' using the source-defined calculation and meaning.
REQ-R0C-01227,CAP-R0C-0509,SRC-02,Ops view!A8:D8,DATA_REQUIREMENT,Dashboard shall expose KPI 'GPS overrides today' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'GPS overrides today' using the source-defined calculation and meaning.
REQ-R0C-01228,CAP-R0C-0510,SRC-02,Ops view!A9:D9,DATA_REQUIREMENT,Dashboard shall expose KPI 'Live activity feed' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Live activity feed' using the source-defined calculation and meaning.
REQ-R0C-01229,CAP-R0C-0511,SRC-02,Ops view!A17:D17,DATA_REQUIREMENT,Dashboard shall expose KPI 'Field' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Field' using the source-defined calculation and meaning.
REQ-R0C-01230,CAP-R0C-0512,SRC-02,Ops view!A18:D18,DATA_REQUIREMENT,Dashboard shall expose KPI 'Capability' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Capability' using the source-defined calculation and meaning.
REQ-R0C-01231,CAP-R0C-0513,SRC-02,Ops view!A19:D19,DATA_REQUIREMENT,Dashboard shall expose KPI 'Purpose' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Purpose' using the source-defined calculation and meaning.
REQ-R0C-01232,CAP-R0C-0514,SRC-02,Ops view!A20:D20,DATA_REQUIREMENT,Dashboard shall expose KPI 'User Flow' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'User Flow' using the source-defined calculation and meaning.
REQ-R0C-01233,CAP-R0C-0515,SRC-02,Ops view!A21:D21,DATA_REQUIREMENT,Dashboard shall expose KPI 'User Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'User Actions' using the source-defined calculation and meaning.
REQ-R0C-01234,CAP-R0C-0516,SRC-02,Ops view!A22:D22,DATA_REQUIREMENT,Dashboard shall expose KPI 'System Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'System Actions' using the source-defined calculation and meaning.
REQ-R0C-01235,CAP-R0C-0517,SRC-02,Ops view!A23:D23,DATA_REQUIREMENT,Dashboard shall expose KPI 'AI Actions' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'AI Actions' using the source-defined calculation and meaning.
REQ-R0C-01236,CAP-R0C-0518,SRC-02,Ops view!A24:D24,DATA_REQUIREMENT,Dashboard shall expose KPI 'Outputs' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Outputs' using the source-defined calculation and meaning.
REQ-R0C-01237,CAP-R0C-0519,SRC-02,Ops view!A25:D25,DATA_REQUIREMENT,Dashboard shall expose KPI 'Business Rules' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Business Rules' using the source-defined calculation and meaning.
REQ-R0C-01238,CAP-R0C-0520,SRC-02,Ops view!A26:D26,DATA_REQUIREMENT,Dashboard shall expose KPI 'Personas' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Personas' using the source-defined calculation and meaning.
REQ-R0C-01239,CAP-R0C-0521,SRC-02,Ops view!A27:D27,DATA_REQUIREMENT,Dashboard shall expose KPI 'Acceptance Criteria' using the source-defined calculation and meaning.,Pass when the cited data field or contract element is present and valid: Dashboard shall expose KPI 'Acceptance Criteria' using the source-defined calculation and meaning.
REQ-R0C-01240,CAP-R0C-0522,SRC-03,IPad Scope !A2:C2,BUSINESS_REQUIREMENT,iPad/PWA module 'Dashboard' shall support: Operational command center.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Dashboard' shall support: Operational command center.
REQ-R0C-01241,CAP-R0C-0523,SRC-03,IPad Scope !A3:C3,BUSINESS_REQUIREMENT,iPad/PWA module 'Execution' shall support: Complete inspection lifecycle.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Execution' shall support: Complete inspection lifecycle.
REQ-R0C-01242,CAP-R0C-0524,SRC-03,IPad Scope !A4:C4,BUSINESS_REQUIREMENT,iPad/PWA module 'Factory 360' shall support: Factory intelligence.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Factory 360' shall support: Factory intelligence.
REQ-R0C-01243,CAP-R0C-0525,SRC-03,IPad Scope !A5:C5,BUSINESS_REQUIREMENT,iPad/PWA module 'Global Search' shall support: Quickly locate factories and inspections.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Global Search' shall support: Quickly locate factories and inspections.
REQ-R0C-01244,CAP-R0C-0525,SRC-03,IPad Scope !A5:C5,SYSTEM_BEHAVIOR,"Search by Factory Name, CR Number, License Number, Visit ID, Inspection ID","Pass when the system behavior occurs under the cited trigger and context: Search by Factory Name, CR Number, License Number, Visit ID, Inspection ID"
REQ-R0C-01245,CAP-R0C-0526,SRC-03,IPad Scope !A6:C6,BUSINESS_REQUIREMENT,iPad/PWA module 'Notifications' shall support: Operational communication.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Notifications' shall support: Operational communication.
REQ-R0C-01246,CAP-R0C-0527,SRC-03,IPad Scope !A7:C7,BUSINESS_REQUIREMENT,iPad/PWA module 'Offline Services' shall support: Field execution without connectivity.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Offline Services' shall support: Field execution without connectivity.
REQ-R0C-01247,CAP-R0C-0528,SRC-03,IPad Scope !A8:C8,BUSINESS_REQUIREMENT,iPad/PWA module 'Settings' shall support: User preferences.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Settings' shall support: User preferences.
REQ-R0C-01248,CAP-R0C-0529,SRC-03,IPad Scope !A13:C13,BUSINESS_REQUIREMENT,iPad/PWA module 'Execution Scope' shall support: .,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Execution Scope' shall support: .
REQ-R0C-01249,CAP-R0C-0530,SRC-03,IPad Scope !A14:C14,BUSINESS_REQUIREMENT,iPad/PWA module 'Phase' shall support: Scope.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Phase' shall support: Scope.
REQ-R0C-01250,CAP-R0C-0531,SRC-03,IPad Scope !A15:C15,BUSINESS_REQUIREMENT,"iPad/PWA module 'Planning' shall support: Calendar View, Assigned Visits, Route Planning, Map View, Immediate Visit Creation.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Planning' shall support: Calendar View, Assigned Visits, Route Planning, Map View, Immediate Visit Creation."
REQ-R0C-01251,CAP-R0C-0532,SRC-03,IPad Scope !A16:C16,BUSINESS_REQUIREMENT,"iPad/PWA module 'Preparation' shall support: Visit Details, Factory Snapshot, Previous Inspections, AI Brief, Required Documents.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Preparation' shall support: Visit Details, Factory Snapshot, Previous Inspections, AI Brief, Required Documents."
REQ-R0C-01252,CAP-R0C-0533,SRC-03,IPad Scope !A17:C17,BUSINESS_REQUIREMENT,"iPad/PWA module 'Travel' shall support: Start Journey, Navigation, GPS Tracking, Arrival Verification.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Travel' shall support: Start Journey, Navigation, GPS Tracking, Arrival Verification."
REQ-R0C-01253,CAP-R0C-0534,SRC-03,IPad Scope !A18:C18,BUSINESS_REQUIREMENT,"iPad/PWA module 'Inspection' shall support: Dynamic Inspection Forms, Evidence Collection, Violations, Penalties, Action Forms, Digital Signatures, AI Assistant.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Inspection' shall support: Dynamic Inspection Forms, Evidence Collection, Violations, Penalties, Action Forms, Digital Signatures, AI Assistant."
REQ-R0C-01254,CAP-R0C-0535,SRC-03,IPad Scope !A19:C19,BUSINESS_REQUIREMENT,"iPad/PWA module 'Completion' shall support: Review, Validation, Submit, Drafts, Returned Inspections, Synchronization.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Completion' shall support: Review, Validation, Submit, Drafts, Returned Inspections, Synchronization."
REQ-R0C-01255,CAP-R0C-0536,SRC-03,IPad Scope !A22:C22,BUSINESS_REQUIREMENT,iPad/PWA module 'Cross-Cutting Capabilities' shall support: .,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Cross-Cutting Capabilities' shall support: .
REQ-R0C-01256,CAP-R0C-0537,SRC-03,IPad Scope !A23:C23,BUSINESS_REQUIREMENT,iPad/PWA module 'Capability' shall support: Used By.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Capability' shall support: Used By.
REQ-R0C-01257,CAP-R0C-0538,SRC-03,IPad Scope !A24:C24,BUSINESS_REQUIREMENT,"iPad/PWA module 'AI Services' shall support: Dashboard, Factory 360, Execution.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'AI Services' shall support: Dashboard, Factory 360, Execution."
REQ-R0C-01258,CAP-R0C-0539,SRC-03,IPad Scope !A25:C25,BUSINESS_REQUIREMENT,"iPad/PWA module 'Factory Card' shall support: Dashboard, Factory 360, Execution.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Factory Card' shall support: Dashboard, Factory 360, Execution."
REQ-R0C-01259,CAP-R0C-0540,SRC-03,IPad Scope !A26:C26,BUSINESS_REQUIREMENT,"iPad/PWA module 'Visit Card' shall support: Dashboard, Execution.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Visit Card' shall support: Dashboard, Execution."
REQ-R0C-01260,CAP-R0C-0541,SRC-03,IPad Scope !A27:C27,BUSINESS_REQUIREMENT,"iPad/PWA module 'Maps' shall support: Dashboard, Planning, Travel.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Maps' shall support: Dashboard, Planning, Travel."
REQ-R0C-01261,CAP-R0C-0542,SRC-03,IPad Scope !A28:C28,BUSINESS_REQUIREMENT,"iPad/PWA module 'Live Tracking' shall support: Travel, Dashboard.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Live Tracking' shall support: Travel, Dashboard."
REQ-R0C-01262,CAP-R0C-0543,SRC-03,IPad Scope !A29:C29,BUSINESS_REQUIREMENT,"iPad/PWA module 'GPS Services' shall support: Travel, Arrival Verification.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'GPS Services' shall support: Travel, Arrival Verification."
REQ-R0C-01263,CAP-R0C-0544,SRC-03,IPad Scope !A30:C30,BUSINESS_REQUIREMENT,iPad/PWA module 'Notifications' shall support: All Modules.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Notifications' shall support: All Modules.
REQ-R0C-01264,CAP-R0C-0545,SRC-03,IPad Scope !A31:C31,BUSINESS_REQUIREMENT,"iPad/PWA module 'Synchronization' shall support: Dashboard, Completion.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Synchronization' shall support: Dashboard, Completion."
REQ-R0C-01265,CAP-R0C-0546,SRC-03,IPad Scope !A32:C32,BUSINESS_REQUIREMENT,iPad/PWA module 'Offline Mode' shall support: Entire Application.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Offline Mode' shall support: Entire Application.
REQ-R0C-01266,CAP-R0C-0547,SRC-03,IPad Scope !A33:C33,BUSINESS_REQUIREMENT,"iPad/PWA module 'Digital Signature' shall support: Inspection, Completion.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Digital Signature' shall support: Inspection, Completion."
REQ-R0C-01267,CAP-R0C-0548,SRC-03,IPad Scope !A34:C34,BUSINESS_REQUIREMENT,iPad/PWA module 'Media Capture' shall support: Inspection.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Media Capture' shall support: Inspection.
REQ-R0C-01268,CAP-R0C-0549,SRC-03,IPad Scope !A35:C35,BUSINESS_REQUIREMENT,"iPad/PWA module 'Global Search' shall support: Dashboard, Factory 360.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module 'Global Search' shall support: Dashboard, Factory 360."
REQ-R0C-01269,CAP-R0C-0550,SRC-03,Dashboard Req !A2:F2,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Provide the inspector with an intelligent overview of today's work and recommend the optimal starting point..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Provide the inspector with an intelligent overview of today's work and recommend the optimal starting point..
REQ-R0C-01270,CAP-R0C-0551,SRC-03,Dashboard Req !A3:F3,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Provide a geographical overview of today's inspections and support route planning..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Provide a geographical overview of today's inspections and support route planning..
REQ-R0C-01271,CAP-R0C-0552,SRC-03,Dashboard Req !A4:F4,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Allow inspectors to quickly review the selected factory and visit before starting the inspection..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Allow inspectors to quickly review the selected factory and visit before starting the inspection..
REQ-R0C-01272,CAP-R0C-0553,SRC-03,Dashboard Req !A5:F5,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Present today's inspection agenda in chronological order..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Present today's inspection agenda in chronological order..
REQ-R0C-01273,CAP-R0C-0554,SRC-03,Dashboard Req !A6:F6,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Highlight work items requiring inspector action..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Highlight work items requiring inspector action..
REQ-R0C-01274,CAP-R0C-0555,SRC-03,Dashboard Req !A7:F7,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Provide a quick overview of today's operational progress..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Provide a quick overview of today's operational progress..
REQ-R0C-01275,CAP-R0C-0556,SRC-03,Dashboard Req !A8:F8,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Provide one-click access to frequently used inspector actions..,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Provide one-click access to frequently used inspector actions..
REQ-R0C-01276,CAP-R0C-0557,SRC-03,Dashboard Req !A12:F12,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: KPI / Widget.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: KPI / Widget.
REQ-R0C-01277,CAP-R0C-0558,SRC-03,Dashboard Req !A13:F13,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Today's Visits.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Today's Visits.
REQ-R0C-01278,CAP-R0C-0559,SRC-03,Dashboard Req !A14:F14,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Remaining Visits.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Remaining Visits.
REQ-R0C-01279,CAP-R0C-0560,SRC-03,Dashboard Req !A15:F15,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Pending Attention.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Pending Attention.
REQ-R0C-01280,CAP-R0C-0561,SRC-03,Dashboard Req !A16:F16,BUSINESS_REQUIREMENT,iPad/PWA module '' shall support: Daily Progress.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: iPad/PWA module '' shall support: Daily Progress.
REQ-R0C-01281,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,View active inspectors,Pass when the actor can complete this action and the resulting state is visible: View active inspectors
REQ-R0C-01282,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,Zoom / Pan map,Pass when the actor can complete this action and the resulting state is visible: Zoom / Pan map
REQ-R0C-01283,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,"Filter by Region, City, Inspector, Visit Type or Operational State","Pass when the actor can complete this action and the resulting state is visible: Filter by Region, City, Inspector, Visit Type or Operational State"
REQ-R0C-01284,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,Select inspector marker,Pass when the actor can complete this action and the resulting state is visible: Select inspector marker
REQ-R0C-01285,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,Open Visit Details,Pass when the actor can complete this action and the resulting state is visible: Open Visit Details
REQ-R0C-01286,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,USER_ACTION,Open Factory 360,Pass when the actor can complete this action and the resulting state is visible: Open Factory 360
REQ-R0C-01287,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Load all inspectors with active journeys.,Pass when the system behavior occurs under the cited trigger and context: Load all inspectors with active journeys.
REQ-R0C-01288,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Display inspector's latest GPS location.,Pass when the system behavior occurs under the cited trigger and context: Display inspector's latest GPS location.
REQ-R0C-01289,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Display assigned factory location.,Pass when the system behavior occurs under the cited trigger and context: Display assigned factory location.
REQ-R0C-01290,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Open Inspector Card upon marker selection.,Pass when the system behavior occurs under the cited trigger and context: Open Inspector Card upon marker selection.
